State,Year,Quarter,Districts,Transaction_count,Transaction_amount
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,daman,183953,3036.08
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,553.83
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,dadra and nagar haveli,385688,5796.22
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,daman,235860,3489.09
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,diu,17203,329.4
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,dadra and nagar haveli,465412,7363.6
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,daman,282085,4435.89
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,diu,21474,466.92
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,dadra and nagar haveli,535805,8138.78
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,daman,318808,4822.79
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,diu,23966,466.06
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,dadra and nagar haveli,607115,8190.08
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,daman,342171,4404.93
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,diu,23866,428.75
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,dadra and nagar haveli,735433,11131.15
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,daman,376291,5848.09
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,diu,26588,518.64
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,dadra and nagar haveli,1178976,16834.8
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,daman,596994,9213.73
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,diu,41821,956.58
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,dadra and nagar haveli,1218428,18254.47
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,daman,664208,10437.66
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,diu,42608,964.2
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,dadra and nagar haveli,1350893,19816.8
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,daman,733176,10740.8
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,diu,41014,1019.09
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,dadra and nagar haveli,1979522,26732.25
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,daman,1083689,14752.6
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,diu,66259,1574.54
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,dadra and nagar haveli,2651530,34639.24
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,daman,1417153,18957.89
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,diu,88402,2061.27
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,dadra and nagar haveli,3078173,39548.38
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,daman,1629797,20688.07
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,diu,94833,2134.03
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,dadra and nagar haveli,3705529,43846.66
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,daman,1923407,23216.72
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,diu,130835,2888.22
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,dadra and nagar haveli,3999361,46020.86
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,daman,2317701,26388.22
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,diu,148559,2797.39
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,dadra and nagar haveli,4689855,51340.35
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,daman,2344860,26292.86
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,diu,154870,2963.2
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,dadra and nagar haveli,7700138,81228.11
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,daman,3864652,40647.35
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,diu,239195,4265.45
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,dadra and nagar haveli,8670763,88314.57
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,daman,4408947,44079.41
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,diu,277405,5111.4
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,dadra and nagar haveli,9971874,98365.62
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,daman,5114536,47644.85
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,diu,283918,4950.2
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,dadra and nagar haveli,11844359,113459.52
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,daman,6098731,56344.87
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,diu,359283,5776.21
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,dadra and nagar haveli,13635528,126190.33
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,daman,7109711,63425.1
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,diu,369770,5576.53
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,dadra and nagar haveli,14877126,129367.83
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,daman,8067347,67376.6
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,diu,448642,6545.5
delhi,2018,1,central delhi,2997714,43121.45
delhi,2018,1,new delhi,883737,14789.17
delhi,2018,1,south east delhi,562694,9295.44
delhi,2018,1,west,545129,9668.55
delhi,2018,1,north west,387431,6142.43
delhi,2018,1,north,361539,5745.81
delhi,2018,1,east,357904,5942.48
delhi,2018,1,south,334361,5971.44
delhi,2018,1,south west,318199,5559.0
delhi,2018,1,shahdara,193886,3264.58
delhi,2018,2,central delhi,3589206,62234.67
delhi,2018,2,new delhi,1177251,23873.9
delhi,2018,2,west,785457,15889.35
delhi,2018,2,south east delhi,767547,14662.17
delhi,2018,2,north west,575888,10417.68
delhi,2018,2,north,517958,9752.52
delhi,2018,2,south,513003,9792.71
delhi,2018,2,east,504193,9257.84
delhi,2018,2,south west,440508,9032.68
delhi,2018,2,shahdara,272663,5331.06
delhi,2018,3,central delhi,8165361,105158.85
delhi,2018,3,new delhi,2022950,34819.96
delhi,2018,3,west,1402787,24082.05
delhi,2018,3,south east delhi,1321135,21908.95
delhi,2018,3,north west,1071877,16113.5
delhi,2018,3,south,1009436,15019.08
delhi,2018,3,east,990369,13849.33
delhi,2018,3,north,955698,14710.64
delhi,2018,3,south west,789269,13748.43
delhi,2018,3,shahdara,481819,8055.2
delhi,2018,4,central delhi,9373395,138784.93
delhi,2018,4,new delhi,3230268,50910.82
delhi,2018,4,west,2678986,36506.05
delhi,2018,4,south east delhi,2675009,34734.01
delhi,2018,4,north west,2221592,25141.45
delhi,2018,4,east,2073615,21137.53
delhi,2018,4,north,1864549,21891.29
delhi,2018,4,south,1769675,22438.31
delhi,2018,4,south west,1535302,21653.26
delhi,2018,4,shahdara,987533,13053.2
delhi,2019,1,central delhi,12885975,162581.76
delhi,2019,1,new delhi,10000765,139394.72
delhi,2019,1,south east delhi,4177871,47832.09
delhi,2019,1,west,3962949,50221.46
delhi,2019,1,east,3074036,29942.57
delhi,2019,1,north west,3030848,34216.11
delhi,2019,1,south,2571440,29445.78
delhi,2019,1,north,2528129,29194.41
delhi,2019,1,south west,2287011,29034.64
delhi,2019,1,shahdara,1402956,18006.45
delhi,2019,2,new delhi,23313548,361466.72
delhi,2019,2,central delhi,8821530,128273.52
delhi,2019,2,west,4273168,59645.7
delhi,2019,2,south east delhi,4093477,53543.49
delhi,2019,2,east,3157212,34329.48
delhi,2019,2,north west,3032525,39030.83
delhi,2019,2,south,2809313,33935.06
delhi,2019,2,north,2646708,34299.43
delhi,2019,2,south west,2441752,33751.24
delhi,2019,2,shahdara,1439856,21250.42
delhi,2019,3,new delhi,24687138,432880.57
delhi,2019,3,central delhi,10383905,159110.66
delhi,2019,3,west,5923192,81221.73
delhi,2019,3,south east delhi,5633818,71187.31
delhi,2019,3,east,4260289,45639.65
delhi,2019,3,south,4067756,45433.63
delhi,2019,3,north west,4036365,53270.25
delhi,2019,3,north,3597191,45661.45
delhi,2019,3,south west,3392924,45643.39
delhi,2019,3,shahdara,1929681,28402.21
delhi,2019,4,new delhi,29048107,543984.28
delhi,2019,4,central delhi,13130548,211107.85
delhi,2019,4,west,6541869,98228.41
delhi,2019,4,south east delhi,6387755,86971.35
delhi,2019,4,east,4787770,55185.44
delhi,2019,4,south,4672501,53601.21
delhi,2019,4,north west,4376687,64929.21
delhi,2019,4,north,3982235,54401.62
delhi,2019,4,south west,3796919,55382.73
delhi,2019,4,shahdara,2149197,35979.11
delhi,2020,1,central delhi,24757650,412194.14
delhi,2020,1,new delhi,17899322,349412.64
delhi,2020,1,west,6627571,105196.71
delhi,2020,1,south east delhi,6523345,92380.66
delhi,2020,1,east,4783041,58614.93
delhi,2020,1,south,4578729,57022.32
delhi,2020,1,north west,4394010,70094.63
delhi,2020,1,north,4134350,59597.28
delhi,2020,1,south west,3956004,60311.92
delhi,2020,1,shahdara,2148023,38477.03
delhi,2020,2,central delhi,17641823,304185.98
delhi,2020,2,new delhi,13713658,270333.83
delhi,2020,2,west,5753319,89814.71
delhi,2020,2,south east delhi,5215263,70846.7
delhi,2020,2,north west,4270005,64523.33
delhi,2020,2,south west,4193591,61683.38
delhi,2020,2,east,4005780,50596.27
delhi,2020,2,south,3631140,46986.23
delhi,2020,2,north,3462809,52588.08
delhi,2020,2,north east,2229412,33934.3
delhi,2020,3,central delhi,32203761,615277.18
delhi,2020,3,new delhi,17268250,345167.72
delhi,2020,3,west,8231034,149638.14
delhi,2020,3,south east delhi,7402382,111753.62
delhi,2020,3,north west,5785656,104547.17
delhi,2020,3,south west,5547370,89275.77
delhi,2020,3,east,5054670,71987.67
delhi,2020,3,north,4691610,85078.08
delhi,2020,3,south,4564631,65033.82
delhi,2020,3,north east,2910048,54882.27
delhi,2020,4,central delhi,32194168,615754.36
delhi,2020,4,new delhi,19719782,370204.51
delhi,2020,4,west,12092280,223953.97
delhi,2020,4,south east delhi,11414146,171302.68
delhi,2020,4,north west,8026101,149532.45
delhi,2020,4,south west,7745403,126461.11
delhi,2020,4,east,7410660,107254.39
delhi,2020,4,south,6797385,95781.36
delhi,2020,4,north,6775272,122085.22
delhi,2020,4,shahdara,4208254,93922.25
delhi,2021,1,central delhi,54173342,907117.21
delhi,2021,1,new delhi,31953482,538327.68
delhi,2021,1,west,12363374,231336.22
delhi,2021,1,south east delhi,12287216,184498.68
delhi,2021,1,north west,8024587,153491.71
delhi,2021,1,east,7874737,112905.81
delhi,2021,1,south west,7721739,127802.56
delhi,2021,1,south,7428356,102080.6
delhi,2021,1,north,7199592,129767.72
delhi,2021,1,shahdara,4235592,95951.56
delhi,2021,2,central delhi,62131856,1008958.76
delhi,2021,2,new delhi,36788618,603871.38
delhi,2021,2,west,12217454,224609.5
delhi,2021,2,south east delhi,11519378,171061.47
delhi,2021,2,north west,8373397,154628.06
delhi,2021,2,south west,8208259,134566.41
delhi,2021,2,east,7486985,109786.98
delhi,2021,2,south,7346726,99560.87
delhi,2021,2,north,7283521,130450.29
delhi,2021,2,north east,4567057,91183.31
delhi,2021,3,central delhi,88849847,1373113.95
delhi,2021,3,new delhi,50089446,778746.03
delhi,2021,3,south east delhi,17254936,252837.44
delhi,2021,3,west,17186832,318798.92
delhi,2021,3,north west,11436200,211330.53
delhi,2021,3,south west,10691277,173859.87
delhi,2021,3,east,10407086,149447.96
delhi,2021,3,south,10381321,137897.2
delhi,2021,3,north,10359707,182057.79
delhi,2021,3,shahdara,6108459,137503.22
delhi,2021,4,central delhi,111134916,1776255.11
delhi,2021,4,new delhi,61634107,992443.75
delhi,2021,4,south east delhi,21366628,321222.43
delhi,2021,4,west,20430656,398907.05
delhi,2021,4,north west,13585992,260916.98
delhi,2021,4,south,12510023,169428.4
delhi,2021,4,north,12503180,227236.5
delhi,2021,4,south west,12404698,210541.67
delhi,2021,4,east,12092666,184478.33
delhi,2021,4,shahdara,7518346,179291.03
delhi,2022,1,central delhi,128309915,1980725.97
delhi,2022,1,new delhi,71006225,1106578.73
delhi,2022,1,south east delhi,23146633,342762.52
delhi,2022,1,west,22748647,432830.44
delhi,2022,1,north west,14899833,282089.07
delhi,2022,1,north,14076598,250993.34
delhi,2022,1,south west,13659485,226369.58
delhi,2022,1,south,13519253,179828.4
delhi,2022,1,east,13032988,197717.31
delhi,2022,1,north east,8357217,178142.3
delhi,2022,2,central delhi,159034619,2329118.58
delhi,2022,2,new delhi,87939392,1294180.48
delhi,2022,2,south east delhi,29302567,405649.03
delhi,2022,2,west,28008086,505631.47
delhi,2022,2,north west,18057230,330925.44
delhi,2022,2,north,17494896,294820.74
delhi,2022,2,south,17358990,214931.89
delhi,2022,2,south west,16899542,265159.6
delhi,2022,2,east,16485686,231414.32
delhi,2022,2,shahdara,10060246,221951.37
delhi,2022,3,central delhi,243139962,3271919.72
delhi,2022,3,new delhi,58178476,765582.6
delhi,2022,3,west,30595250,526384.95
delhi,2022,3,south east delhi,30215862,406275.01
delhi,2022,3,east,21104584,288817.18
delhi,2022,3,north west,18316480,326750.15
delhi,2022,3,south,18234782,217325.29
delhi,2022,3,north,18232076,298126.01
delhi,2022,3,south west,17276601,263246.61
delhi,2022,3,shahdara,10220528,213612.96
delhi,2022,4,central delhi,280960656,3861078.84
delhi,2022,4,new delhi,45094468,581570.25
delhi,2022,4,south east delhi,33116019,442314.27
delhi,2022,4,west,32293188,564534.77
delhi,2022,4,east,23683133,331220.93
delhi,2022,4,north west,19859098,355991.72
delhi,2022,4,south,19537728,233918.55
delhi,2022,4,north,19393947,319328.23
delhi,2022,4,south west,18499176,281029.31
delhi,2022,4,shahdara,11420073,244385.34
delhi,2023,1,south east delhi,56901581,721880.91
delhi,2023,1,west,53494049,886372.27
delhi,2023,1,central delhi,49681285,815008.13
delhi,2023,1,new delhi,48280973,587992.2
delhi,2023,1,north west,34149097,576644.0
delhi,2023,1,north,33930652,530000.18
delhi,2023,1,south,32534127,374976.68
delhi,2023,1,south west,31119622,451106.63
delhi,2023,1,east,30263080,398346.9
delhi,2023,1,shahdara,19779351,398554.41
delhi,2023,2,south east delhi,66237557,782145.16
delhi,2023,2,west,62944946,957822.4
delhi,2023,2,central delhi,57622069,860923.11
delhi,2023,2,new delhi,57173491,645697.99
delhi,2023,2,north west,40527597,631550.58
delhi,2023,2,north,40357914,581883.18
delhi,2023,2,south,38797761,414990.44
delhi,2023,2,south west,36917006,496883.62
delhi,2023,2,east,36042935,435526.62
delhi,2023,2,shahdara,23083531,419099.76
delhi,2023,3,south east delhi,74833594,832106.42
delhi,2023,3,west,72448584,1029065.27
delhi,2023,3,new delhi,64482143,692206.41
delhi,2023,3,central delhi,63523786,907383.32
delhi,2023,3,north,45891413,633810.82
delhi,2023,3,north west,45854816,678928.27
delhi,2023,3,south,44793802,455206.48
delhi,2023,3,south west,42925892,549168.54
delhi,2023,3,east,40696568,464767.89
delhi,2023,3,shahdara,25892515,431158.41
delhi,2023,4,south east delhi,81901206,922112.51
delhi,2023,4,west,77741144,1141642.41
delhi,2023,4,central delhi,73391621,1086859.5
delhi,2023,4,new delhi,70788153,777253.7
delhi,2023,4,north west,49542115,746212.04
delhi,2023,4,north,49234225,693905.03
delhi,2023,4,south,47263751,492177.89
delhi,2023,4,south west,45782050,593732.67
delhi,2023,4,east,43082162,508861.37
delhi,2023,4,shahdara,30001836,528250.6
delhi,2024,1,south east delhi,89113496,964066.05
delhi,2024,1,west,84434978,1182094.57
delhi,2024,1,central delhi,79235815,1109474.69
delhi,2024,1,new delhi,77042760,832461.82
delhi,2024,1,north,55129256,736372.15
delhi,2024,1,north west,54104072,776931.03
delhi,2024,1,south,50077749,512302.1
delhi,2024,1,south west,49084574,615793.5
delhi,2024,1,east,46810259,531391.79
delhi,2024,1,shahdara,33245587,545963.86
delhi,2024,2,south east delhi,105690521,1043774.5
delhi,2024,2,west,101407613,1278708.99
delhi,2024,2,central delhi,91430595,1138208.87
delhi,2024,2,new delhi,91106087,901768.96
delhi,2024,2,north,66237451,808021.72
delhi,2024,2,north west,65793946,856999.52
delhi,2024,2,south,61008325,563873.92
delhi,2024,2,south west,59906175,686038.38
delhi,2024,2,east,57690035,584833.63
delhi,2024,2,shahdara,39645941,571473.1
goa,2018,1,north goa,95114,1871.08
goa,2018,1,south goa,65783,1167.48
goa,2018,2,north goa,133429,2908.15
goa,2018,2,south goa,96146,1877.89
goa,2018,3,north goa,194726,4212.64
goa,2018,3,south goa,144785,2919.03
goa,2018,4,north goa,305380,7148.8
goa,2018,4,south goa,209375,4381.25
goa,2019,1,north goa,441807,9408.64
goa,2019,1,south goa,297005,5344.59
goa,2019,2,north goa,470250,10208.35
goa,2019,2,south goa,298191,5710.32
goa,2019,3,north goa,673971,12930.13
goa,2019,3,south goa,418445,7073.54
goa,2019,4,north goa,980231,19636.21
goa,2019,4,south goa,535041,9598.39
goa,2020,1,north goa,1277387,23745.07
goa,2020,1,south goa,603850,10358.64
goa,2020,2,north goa,883695,12946.52
goa,2020,2,south goa,598397,8889.65
goa,2020,3,north goa,1165122,20876.22
goa,2020,3,south goa,750409,12807.22
goa,2020,4,north goa,2504378,47120.01
goa,2020,4,south goa,1297003,21877.91
goa,2021,1,north goa,3797921,71194.01
goa,2021,1,south goa,1533628,26378.42
goa,2021,2,north goa,3083639,53914.54
goa,2021,2,south goa,1626496,26214.0
goa,2021,3,north goa,4282602,70421.55
goa,2021,3,south goa,2185161,34362.7
goa,2021,4,north goa,7808548,134670.45
goa,2021,4,south goa,3280211,51602.12
goa,2022,1,north goa,8513573,140756.4
goa,2022,1,south goa,3700525,57408.06
goa,2022,2,north goa,9999773,164848.42
goa,2022,2,south goa,4216281,63881.96
goa,2022,3,north goa,8310698,130769.26
goa,2022,3,south goa,4877989,64973.39
goa,2022,4,north goa,11455490,172684.34
goa,2022,4,south goa,5737184,76565.52
goa,2023,1,north goa,16251833,245054.21
goa,2023,1,south goa,7943237,105915.45
goa,2023,2,north goa,17849215,270424.72
goa,2023,2,south goa,8681375,113697.35
goa,2023,3,north goa,17670660,258288.44
goa,2023,3,south goa,9329068,115463.36
goa,2023,4,north goa,22361742,309108.72
goa,2023,4,south goa,11099236,133768.0
goa,2024,1,north goa,23254271,314964.9
goa,2024,1,south goa,11759716,138554.11
goa,2024,2,north goa,24485774,329912.48
goa,2024,2,south goa,12515032,144635.83
gujarat,2018,1,ahmadabad,1436152,21531.24
gujarat,2018,1,surat,983723,13468.34
gujarat,2018,1,vadodara,387998,6046.46
gujarat,2018,1,banas kantha,237457,1978.83
gujarat,2018,1,gandhinagar,237393,3180.02
gujarat,2018,1,mahesana,227748,2130.31
gujarat,2018,1,rajkot,219190,2968.04
gujarat,2018,1,kachchh,217912,3169.33
gujarat,2018,1,bharuch,210073,2492.46
gujarat,2018,1,bhavnagar,182948,1714.95
gujarat,2018,2,ahmadabad,1809774,33071.28
gujarat,2018,2,surat,1310963,21895.26
gujarat,2018,2,vadodara,528893,9751.36
gujarat,2018,2,gandhinagar,315542,5221.34
gujarat,2018,2,banas kantha,307928,3621.68
gujarat,2018,2,bharuch,289862,4288.31
gujarat,2018,2,kachchh,287874,4941.42
gujarat,2018,2,mahesana,286014,3625.87
gujarat,2018,2,rajkot,283913,4657.51
gujarat,2018,2,bhavnagar,253332,2658.51
gujarat,2018,3,ahmadabad,2600288,47409.82
gujarat,2018,3,surat,1899586,32037.34
gujarat,2018,3,vadodara,773456,14528.35
gujarat,2018,3,bharuch,480222,6958.64
gujarat,2018,3,gandhinagar,479518,7915.03
gujarat,2018,3,mahesana,464894,5615.05
gujarat,2018,3,kachchh,421411,7640.23
gujarat,2018,3,rajkot,402342,6505.86
gujarat,2018,3,banas kantha,396566,5329.23
gujarat,2018,3,bhavnagar,374470,3975.77
gujarat,2018,4,ahmadabad,3990090,65156.56
gujarat,2018,4,surat,2225031,42702.44
gujarat,2018,4,vadodara,1047381,20638.17
gujarat,2018,4,gandhinagar,693588,11432.67
gujarat,2018,4,bharuch,603122,10368.12
gujarat,2018,4,kachchh,537116,10684.87
gujarat,2018,4,banas kantha,529655,7582.79
gujarat,2018,4,mahesana,529470,7585.86
gujarat,2018,4,rajkot,472933,8798.69
gujarat,2018,4,valsad,468363,7531.29
gujarat,2019,1,ahmadabad,7894660,109560.08
gujarat,2019,1,surat,3283182,56646.09
gujarat,2019,1,vadodara,1655864,27066.12
gujarat,2019,1,gandhinagar,1244457,15598.52
gujarat,2019,1,navsari,1112006,18532.18
gujarat,2019,1,bharuch,926374,13307.17
gujarat,2019,1,mahesana,899763,10213.14
gujarat,2019,1,kachchh,895127,13641.93
gujarat,2019,1,banas kantha,805139,10543.21
gujarat,2019,1,valsad,750124,9835.91
gujarat,2019,2,ahmadabad,11689965,190248.91
gujarat,2019,2,navsari,3136644,53940.72
gujarat,2019,2,surat,3047988,60169.0
gujarat,2019,2,vadodara,1717964,32511.34
gujarat,2019,2,gandhinagar,1205404,17917.63
gujarat,2019,2,bharuch,747899,13173.26
gujarat,2019,2,rajkot,724751,14008.71
gujarat,2019,2,mahesana,715052,10951.64
gujarat,2019,2,kachchh,688449,13897.2
gujarat,2019,2,banas kantha,642084,11081.85
gujarat,2019,3,ahmadabad,14605589,230816.22
gujarat,2019,3,surat,4447301,73717.27
gujarat,2019,3,navsari,3007618,59363.51
gujarat,2019,3,vadodara,2407408,39505.48
gujarat,2019,3,gandhinagar,1850642,23599.2
gujarat,2019,3,bharuch,1040617,16245.11
gujarat,2019,3,rajkot,1022919,15878.9
gujarat,2019,3,mahesana,1012086,13341.87
gujarat,2019,3,anand,955946,9486.14
gujarat,2019,3,banas kantha,909575,13435.58
gujarat,2019,4,ahmadabad,15696056,296579.05
gujarat,2019,4,surat,4988183,94321.9
gujarat,2019,4,navsari,2986534,68317.83
gujarat,2019,4,vadodara,2908059,50872.85
gujarat,2019,4,gandhinagar,2081714,29175.16
gujarat,2019,4,bharuch,1324720,22177.56
gujarat,2019,4,mahesana,1166283,18053.75
gujarat,2019,4,rajkot,1134928,21277.82
gujarat,2019,4,banas kantha,1087381,19186.65
gujarat,2019,4,valsad,1028011,16664.0
gujarat,2020,1,ahmadabad,17950876,355594.67
gujarat,2020,1,surat,6801887,137700.84
gujarat,2020,1,vadodara,3398524,57910.08
gujarat,2020,1,gandhinagar,2337267,33785.67
gujarat,2020,1,bharuch,1525995,24873.59
gujarat,2020,1,banas kantha,1429235,27188.91
gujarat,2020,1,valsad,1342508,21972.73
gujarat,2020,1,rajkot,1339770,26649.72
gujarat,2020,1,kachchh,1305996,26170.8
gujarat,2020,1,mahesana,1294012,20670.93
gujarat,2020,2,ahmadabad,16430916,327318.97
gujarat,2020,2,surat,5654552,93781.77
gujarat,2020,2,vadodara,2796615,46216.95
gujarat,2020,2,gandhinagar,2039285,29130.04
gujarat,2020,2,banas kantha,1860625,31070.52
gujarat,2020,2,bharuch,1673375,24389.83
gujarat,2020,2,mahesana,1592579,23001.68
gujarat,2020,2,valsad,1498222,20408.41
gujarat,2020,2,kachchh,1428844,26635.58
gujarat,2020,2,rajkot,1360781,23448.11
gujarat,2020,3,ahmadabad,21769867,433642.3
gujarat,2020,3,surat,7272097,146678.03
gujarat,2020,3,vadodara,4247473,73775.77
gujarat,2020,3,gandhinagar,2828558,45099.86
gujarat,2020,3,bharuch,2145954,34921.9
gujarat,2020,3,banas kantha,2102221,43478.1
gujarat,2020,3,mahesana,1898909,34691.92
gujarat,2020,3,kachchh,1762816,37153.22
gujarat,2020,3,valsad,1743270,28015.07
gujarat,2020,3,rajkot,1490309,29951.53
gujarat,2020,4,ahmadabad,25926518,509956.92
gujarat,2020,4,surat,10950779,224833.39
gujarat,2020,4,vadodara,6066452,101758.64
gujarat,2020,4,gandhinagar,3802536,62605.58
gujarat,2020,4,bharuch,3243841,52654.66
gujarat,2020,4,banas kantha,2687464,56768.79
gujarat,2020,4,valsad,2565319,41834.36
gujarat,2020,4,mahesana,2473227,47483.75
gujarat,2020,4,kachchh,2405892,51637.43
gujarat,2020,4,rajkot,1980653,41845.81
gujarat,2021,1,ahmadabad,36857358,686881.29
gujarat,2021,1,surat,13429789,282617.23
gujarat,2021,1,vadodara,7191021,119259.65
gujarat,2021,1,gandhinagar,4275528,72905.31
gujarat,2021,1,bharuch,3420929,57560.14
gujarat,2021,1,banas kantha,2927080,68839.46
gujarat,2021,1,valsad,2745663,47753.35
gujarat,2021,1,kachchh,2664604,60367.65
gujarat,2021,1,mahesana,2587041,54548.47
gujarat,2021,1,rajkot,2278417,50575.83
gujarat,2021,2,ahmadabad,44173046,794379.52
gujarat,2021,2,surat,15230233,307561.15
gujarat,2021,2,vadodara,7847805,129025.54
gujarat,2021,2,gandhinagar,4552010,78350.05
gujarat,2021,2,bharuch,3937665,64649.31
gujarat,2021,2,banas kantha,3648428,82860.69
gujarat,2021,2,kachchh,3268191,70400.86
gujarat,2021,2,valsad,3236626,54340.41
gujarat,2021,2,mahesana,3118685,62927.8
gujarat,2021,2,rajkot,2675842,57073.47
gujarat,2021,3,ahmadabad,58611265,1017605.98
gujarat,2021,3,surat,21214459,408386.09
gujarat,2021,3,vadodara,10555446,163364.23
gujarat,2021,3,gandhinagar,6318239,105463.16
gujarat,2021,3,bharuch,5280607,83225.7
gujarat,2021,3,banas kantha,4877149,113027.33
gujarat,2021,3,valsad,4434194,71732.01
gujarat,2021,3,kachchh,4378602,90019.41
gujarat,2021,3,mahesana,4085272,83718.12
gujarat,2021,3,rajkot,3586356,77267.78
gujarat,2021,4,ahmadabad,70075885,1245593.45
gujarat,2021,4,surat,26358525,512443.02
gujarat,2021,4,vadodara,12675332,200515.48
gujarat,2021,4,gandhinagar,7658806,130635.36
gujarat,2021,4,bharuch,6671068,106470.07
gujarat,2021,4,banas kantha,6396725,146622.96
gujarat,2021,4,valsad,5798487,95542.87
gujarat,2021,4,kachchh,5470337,112810.4
gujarat,2021,4,mahesana,5022604,107197.45
gujarat,2021,4,rajkot,4398724,98084.47
gujarat,2022,1,ahmadabad,79952986,1407461.36
gujarat,2022,1,surat,31199368,603845.09
gujarat,2022,1,vadodara,14343830,222325.41
gujarat,2022,1,gandhinagar,8605006,146736.71
gujarat,2022,1,banas kantha,7973644,182798.79
gujarat,2022,1,bharuch,7704075,121425.11
gujarat,2022,1,valsad,6673719,110651.87
gujarat,2022,1,kachchh,6493295,132344.67
gujarat,2022,1,mahesana,5772191,121489.98
gujarat,2022,1,rajkot,5044420,111831.07
gujarat,2022,2,ahmadabad,96453555,1615061.07
gujarat,2022,2,surat,37371820,685253.87
gujarat,2022,2,vadodara,16566055,249270.79
gujarat,2022,2,gandhinagar,10158506,166505.84
gujarat,2022,2,banas kantha,9732655,206055.34
gujarat,2022,2,bharuch,8898927,135244.03
gujarat,2022,2,valsad,8033358,125548.13
gujarat,2022,2,kachchh,7934471,153340.06
gujarat,2022,2,mahesana,6831581,136864.97
gujarat,2022,2,rajkot,6063252,126299.37
gujarat,2022,3,ahmadabad,117574996,1842552.45
gujarat,2022,3,surat,46500453,783044.81
gujarat,2022,3,vadodara,23318716,327331.06
gujarat,2022,3,bharuch,11270803,159490.22
gujarat,2022,3,banas kantha,11035119,224014.95
gujarat,2022,3,gandhinagar,10879868,170989.16
gujarat,2022,3,valsad,9633288,139055.99
gujarat,2022,3,kachchh,9375781,165336.84
gujarat,2022,3,rajkot,8053297,152066.11
gujarat,2022,3,mahesana,6403784,124298.03
gujarat,2022,4,ahmadabad,133174553,2120371.18
gujarat,2022,4,surat,52037142,859239.92
gujarat,2022,4,vadodara,20968443,303041.79
gujarat,2022,4,bharuch,15879527,224869.41
