State,Year,Quarter,Districts,Transaction_count,Transaction_amount
telangana,2019,4,nizamabad,1638281,36272.49
telangana,2019,4,siddipet,1508776,32713.49
telangana,2020,1,hyderabad,94177232,1832072.09
telangana,2020,1,rangareddy,31802492,458812.28
telangana,2020,1,medchal malkajgiri,25458101,374044.67
telangana,2020,1,warangal urban,6200767,120084.23
telangana,2020,1,sangareddy,4610027,86912.96
telangana,2020,1,karimnagar,3037633,64370.76
telangana,2020,1,nalgonda,2636023,63454.59
telangana,2020,1,khammam,2537352,55258.79
telangana,2020,1,nizamabad,2202642,49514.16
telangana,2020,1,siddipet,1912271,43871.75
telangana,2020,2,hyderabad,56374644,1308200.61
telangana,2020,2,rangareddy,18068048,312735.46
telangana,2020,2,medchal malkajgiri,17860704,297320.58
telangana,2020,2,warangal urban,6239185,136173.35
telangana,2020,2,sangareddy,4807036,87804.28
telangana,2020,2,nalgonda,3786127,85406.1
telangana,2020,2,khammam,3329665,78459.68
telangana,2020,2,karimnagar,3030914,66211.94
telangana,2020,2,nizamabad,2750473,66384.16
telangana,2020,2,siddipet,2417054,52408.99
telangana,2020,3,hyderabad,99285803,2284487.42
telangana,2020,3,rangareddy,29573243,517877.22
telangana,2020,3,medchal malkajgiri,28698311,488316.95
telangana,2020,3,warangal urban,7847624,174708.31
telangana,2020,3,sangareddy,6800085,129806.84
telangana,2020,3,nalgonda,5228596,120194.26
telangana,2020,3,khammam,4612672,106240.76
telangana,2020,3,karimnagar,4242409,96650.81
telangana,2020,3,nizamabad,3738711,88120.61
telangana,2020,3,bhadradri kothagudem,3196550,76713.17
telangana,2020,4,hyderabad,117008707,2430451.84
telangana,2020,4,rangareddy,53405219,892561.3
telangana,2020,4,medchal malkajgiri,49900746,818011.06
telangana,2020,4,warangal urban,11918795,257121.86
telangana,2020,4,sangareddy,11444304,220885.42
telangana,2020,4,nalgonda,7966177,192824.06
telangana,2020,4,khammam,7035947,164644.49
telangana,2020,4,karimnagar,6853847,153693.67
telangana,2020,4,nizamabad,5857682,152451.99
telangana,2020,4,bhadradri kothagudem,5185352,127820.79
telangana,2021,1,hyderabad,169703372,3165723.88
telangana,2021,1,rangareddy,60675056,988831.49
telangana,2021,1,medchal malkajgiri,54854446,875167.39
telangana,2021,1,warangal urban,13629397,282926.59
telangana,2021,1,sangareddy,12350347,235463.22
telangana,2021,1,nalgonda,8018559,196288.54
telangana,2021,1,khammam,7140986,176575.27
telangana,2021,1,karimnagar,6934134,153852.44
telangana,2021,1,nizamabad,5831809,146655.19
telangana,2021,1,bhadradri kothagudem,5386614,136590.57
telangana,2021,2,hyderabad,212326623,4248727.41
telangana,2021,2,rangareddy,63155281,1139871.88
telangana,2021,2,medchal malkajgiri,58755991,1028643.6
telangana,2021,2,warangal urban,15534189,353243.32
telangana,2021,2,sangareddy,14851128,287997.23
telangana,2021,2,nalgonda,10161723,253059.04
telangana,2021,2,khammam,9096326,237713.4
telangana,2021,2,karimnagar,8548354,205342.34
telangana,2021,2,nizamabad,7753597,217555.45
telangana,2021,2,bhadradri kothagudem,6854796,167268.41
telangana,2021,3,hyderabad,262028284,4793433.21
telangana,2021,3,rangareddy,87884143,1477720.48
telangana,2021,3,medchal malkajgiri,79514766,1308382.55
telangana,2021,3,warangal urban,20050897,414221.81
telangana,2021,3,sangareddy,18758999,338766.7
telangana,2021,3,nalgonda,11844124,267606.19
telangana,2021,3,khammam,10938504,253953.61
telangana,2021,3,karimnagar,10704240,235401.18
telangana,2021,3,nizamabad,9331288,228097.49
telangana,2021,3,bhadradri kothagudem,8176066,181358.07
telangana,2021,4,hyderabad,325636475,5820791.71
telangana,2021,4,rangareddy,111354739,1888389.66
telangana,2021,4,medchal malkajgiri,98780634,1645682.62
telangana,2021,4,warangal urban,24530882,507250.21
telangana,2021,4,sangareddy,23598968,437736.04
telangana,2021,4,nalgonda,14645444,338831.56
telangana,2021,4,khammam,13424236,312452.04
telangana,2021,4,karimnagar,13040240,291492.29
telangana,2021,4,nizamabad,12113902,317403.69
telangana,2021,4,bhadradri kothagudem,10121890,225677.83
telangana,2022,1,hyderabad,372711414,6615125.02
telangana,2022,1,rangareddy,127675017,2166098.81
telangana,2022,1,medchal malkajgiri,110893187,1851682.71
telangana,2022,1,warangal urban,27504554,569542.88
telangana,2022,1,sangareddy,27250369,507540.41
telangana,2022,1,nalgonda,17014104,392848.43
telangana,2022,1,khammam,15266245,358944.73
telangana,2022,1,karimnagar,14698433,323328.89
telangana,2022,1,nizamabad,13749642,339967.13
telangana,2022,1,siddipet,11464769,254047.8
telangana,2022,2,hyderabad,446470234,7759086.93
telangana,2022,2,rangareddy,161888380,2670525.23
telangana,2022,2,medchal malkajgiri,134114768,2212573.16
telangana,2022,2,warangal urban,32791256,665514.77
telangana,2022,2,sangareddy,32680472,595853.83
telangana,2022,2,nalgonda,19977314,445589.16
telangana,2022,2,khammam,17688119,404743.91
telangana,2022,2,karimnagar,17621343,384650.55
telangana,2022,2,nizamabad,16389018,409709.87
telangana,2022,2,siddipet,13598517,290871.66
telangana,2022,3,hyderabad,1018658174,15860474.44
telangana,2022,3,rangareddy,169029273,2725980.81
telangana,2022,3,medchal malkajgiri,136384039,2234420.08
telangana,2022,3,sangareddy,33187414,578326.47
telangana,2022,3,warangal urban,27244856,557943.22
telangana,2022,3,nalgonda,19442094,407980.33
telangana,2022,3,karimnagar,17095584,364783.53
telangana,2022,3,khammam,17010697,367897.51
telangana,2022,3,nizamabad,15374558,354809.41
telangana,2022,3,siddipet,12900290,275701.05
telangana,2022,4,hyderabad,1133829812,17537990.22
telangana,2022,4,rangareddy,191136402,2957736.61
telangana,2022,4,medchal malkajgiri,151514969,2377269.26
telangana,2022,4,sangareddy,38000808,646499.52
telangana,2022,4,warangal urban,29269688,579911.83
telangana,2022,4,nalgonda,21928009,455175.31
telangana,2022,4,karimnagar,19056918,393574.91
telangana,2022,4,khammam,18924276,396263.53
telangana,2022,4,nizamabad,18308473,427446.93
telangana,2022,4,siddipet,14715170,303842.16
telangana,2023,1,rangareddy,329344012,4873593.1
telangana,2023,1,hyderabad,286887382,4151888.3
telangana,2023,1,medchal malkajgiri,256028955,3824231.52
telangana,2023,1,sangareddy,64762361,1048697.4
telangana,2023,1,warangal urban,47328651,878606.41
telangana,2023,1,nalgonda,36293901,711348.78
telangana,2023,1,khammam,31419139,628703.55
telangana,2023,1,karimnagar,30992192,600963.22
telangana,2023,1,nizamabad,29666757,638491.85
telangana,2023,1,siddipet,24660934,484063.74
telangana,2023,2,rangareddy,384456496,5611479.26
telangana,2023,2,hyderabad,328016262,4673282.36
telangana,2023,2,medchal malkajgiri,296231089,4340436.3
telangana,2023,2,sangareddy,75850320,1212909.1
telangana,2023,2,warangal urban,53361513,976312.46
telangana,2023,2,nalgonda,41962395,829031.25
telangana,2023,2,khammam,36607410,711923.83
telangana,2023,2,karimnagar,35552008,677730.8
telangana,2023,2,nizamabad,34994548,755966.24
telangana,2023,2,siddipet,28696623,548556.6
telangana,2023,3,rangareddy,439381886,6158643.63
telangana,2023,3,hyderabad,371834420,5051530.23
telangana,2023,3,medchal malkajgiri,341559058,4779580.1
telangana,2023,3,sangareddy,86831652,1292807.48
telangana,2023,3,warangal urban,58807111,1029935.25
telangana,2023,3,nalgonda,46150123,835384.74
telangana,2023,3,khammam,40556956,722698.89
telangana,2023,3,karimnagar,39168527,715873.38
telangana,2023,3,nizamabad,37772113,740423.61
telangana,2023,3,siddipet,31010716,571766.71
telangana,2023,4,rangareddy,460487052,6472412.84
telangana,2023,4,hyderabad,388720083,5324145.8
telangana,2023,4,medchal malkajgiri,362103399,5020487.76
telangana,2023,4,sangareddy,96204412,1429328.48
telangana,2023,4,warangal urban,64109092,1106723.94
telangana,2023,4,nalgonda,51511022,971703.43
telangana,2023,4,khammam,44437431,792308.98
telangana,2023,4,nizamabad,43071426,889284.92
telangana,2023,4,karimnagar,43037506,786144.58
telangana,2023,4,siddipet,34702592,646659.36
telangana,2024,1,rangareddy,488047529,6585710.94
telangana,2024,1,hyderabad,402314318,5276850.58
telangana,2024,1,medchal malkajgiri,380041109,4998784.94
telangana,2024,1,sangareddy,107498888,1523572.05
telangana,2024,1,warangal urban,70551596,1145605.93
telangana,2024,1,nalgonda,57098940,986062.83
telangana,2024,1,khammam,50268342,854899.62
telangana,2024,1,nizamabad,47460405,887125.02
telangana,2024,1,karimnagar,46640034,787999.36
telangana,2024,1,siddipet,38675119,678494.18
telangana,2024,2,rangareddy,539561247,7075663.17
telangana,2024,2,hyderabad,435136278,5509182.09
telangana,2024,2,medchal malkajgiri,416369023,5328899.76
telangana,2024,2,sangareddy,119607178,1627840.33
telangana,2024,2,warangal urban,77539345,1231245.65
telangana,2024,2,nalgonda,64679087,1105626.73
telangana,2024,2,khammam,57417922,932339.98
telangana,2024,2,nizamabad,55212992,1059472.61
telangana,2024,2,karimnagar,52574495,870416.71
telangana,2024,2,siddipet,44012926,745502.72
tripura,2018,1,west tripura,70467,684.18
tripura,2018,1,south tripura,18338,137.85
tripura,2018,1,sepahijala,14107,132.25
tripura,2018,1,gomati,12229,112.77
tripura,2018,1,north tripura,9915,108.69
tripura,2018,1,dhalai,9195,88.12
tripura,2018,1,khowai,8838,72.42
tripura,2018,1,unakoti,5068,43.5
tripura,2018,2,west tripura,108318,1277.84
tripura,2018,2,south tripura,22366,189.77
tripura,2018,2,sepahijala,18815,236.14
tripura,2018,2,gomati,16000,159.56
tripura,2018,2,dhalai,14563,152.83
tripura,2018,2,north tripura,13859,160.16
tripura,2018,2,khowai,11440,123.39
tripura,2018,2,unakoti,9198,69.23
tripura,2018,3,west tripura,168029,2295.31
tripura,2018,3,south tripura,49250,456.13
tripura,2018,3,gomati,34380,362.59
tripura,2018,3,sepahijala,33646,397.79
tripura,2018,3,unakoti,29360,196.43
tripura,2018,3,north tripura,25747,301.57
tripura,2018,3,dhalai,22350,313.32
tripura,2018,3,khowai,14941,215.49
tripura,2018,4,west tripura,192827,3051.13
tripura,2018,4,sepahijala,53688,628.52
tripura,2018,4,south tripura,49820,660.96
tripura,2018,4,gomati,38970,485.24
tripura,2018,4,north tripura,34385,440.32
tripura,2018,4,dhalai,28775,464.29
tripura,2018,4,khowai,26880,337.19
tripura,2018,4,unakoti,22714,181.2
tripura,2019,1,west tripura,269281,3563.02
tripura,2019,1,sepahijala,65545,797.51
tripura,2019,1,south tripura,64445,782.4
tripura,2019,1,gomati,51994,622.48
tripura,2019,1,khowai,36291,410.98
tripura,2019,1,north tripura,35513,533.6
tripura,2019,1,dhalai,33295,571.07
tripura,2019,1,unakoti,24562,287.9
tripura,2019,2,west tripura,259708,4001.69
tripura,2019,2,south tripura,58687,936.58
tripura,2019,2,sepahijala,51675,918.02
tripura,2019,2,gomati,44671,722.34
tripura,2019,2,dhalai,35446,571.68
tripura,2019,2,north tripura,34750,572.54
tripura,2019,2,khowai,27357,395.95
tripura,2019,2,unakoti,20264,299.43
tripura,2019,3,west tripura,370916,5016.59
tripura,2019,3,south tripura,66682,992.91
tripura,2019,3,sepahijala,64021,1007.7
tripura,2019,3,gomati,60249,873.65
tripura,2019,3,north tripura,49503,710.78
tripura,2019,3,dhalai,44468,713.46
tripura,2019,3,khowai,31061,482.67
tripura,2019,3,unakoti,24817,376.01
tripura,2019,4,west tripura,394538,5859.34
tripura,2019,4,south tripura,76273,1151.17
tripura,2019,4,sepahijala,73165,1266.08
tripura,2019,4,gomati,72919,1073.73
tripura,2019,4,north tripura,61226,903.62
tripura,2019,4,dhalai,52188,799.88
tripura,2019,4,khowai,35979,559.54
tripura,2019,4,unakoti,35536,540.63
tripura,2020,1,west tripura,461888,7958.61
tripura,2020,1,south tripura,89869,1550.03
tripura,2020,1,sepahijala,82186,1533.02
tripura,2020,1,gomati,77355,1362.19
tripura,2020,1,north tripura,71460,1099.76
tripura,2020,1,dhalai,61425,994.11
tripura,2020,1,khowai,43027,733.77
tripura,2020,1,unakoti,37292,656.29
tripura,2020,2,west tripura,422021,7796.8
tripura,2020,2,south tripura,120386,2090.28
tripura,2020,2,sepahijala,113723,1894.46
tripura,2020,2,north tripura,101129,1427.93
tripura,2020,2,gomati,94532,1432.72
tripura,2020,2,dhalai,91473,1397.6
tripura,2020,2,khowai,57871,871.08
tripura,2020,2,unakoti,51385,780.88
tripura,2020,3,west tripura,522218,9377.26
tripura,2020,3,south tripura,151881,2708.7
tripura,2020,3,sepahijala,144693,2693.5
tripura,2020,3,north tripura,126884,2079.65
tripura,2020,3,gomati,121329,2147.86
tripura,2020,3,dhalai,114616,1924.04
tripura,2020,3,khowai,72823,1297.61
tripura,2020,3,unakoti,63441,1189.58
tripura,2020,4,west tripura,692509,13195.46
tripura,2020,4,south tripura,182583,3472.32
tripura,2020,4,sepahijala,165182,3368.35
tripura,2020,4,north tripura,164023,3077.33
tripura,2020,4,gomati,149404,2916.93
tripura,2020,4,dhalai,137188,2662.53
tripura,2020,4,khowai,83899,1566.14
tripura,2020,4,unakoti,77102,1562.26
tripura,2021,1,west tripura,692376,14020.4
tripura,2021,1,south tripura,150265,3576.44
tripura,2021,1,north tripura,143060,3180.75
tripura,2021,1,sepahijala,141426,3655.25
tripura,2021,1,gomati,127271,2958.15
tripura,2021,1,dhalai,116945,2740.8
tripura,2021,1,khowai,71155,1609.06
tripura,2021,1,unakoti,68925,1612.56
tripura,2021,2,west tripura,772723,14630.71
tripura,2021,2,north tripura,176067,3511.56
tripura,2021,2,south tripura,171713,3659.36
tripura,2021,2,sepahijala,166437,3613.58
tripura,2021,2,gomati,148554,3096.1
tripura,2021,2,dhalai,138998,2785.86
tripura,2021,2,unakoti,88092,1741.71
tripura,2021,2,khowai,81845,1642.66
tripura,2021,3,west tripura,960039,18954.65
tripura,2021,3,north tripura,210698,4541.17
tripura,2021,3,sepahijala,195392,4475.82
tripura,2021,3,south tripura,186827,4145.57
tripura,2021,3,dhalai,167446,3689.06
tripura,2021,3,gomati,166441,3729.82
tripura,2021,3,unakoti,105296,2286.25
tripura,2021,3,khowai,89061,1819.0
tripura,2021,4,west tripura,1174499,23288.59
tripura,2021,4,north tripura,255959,5900.89
tripura,2021,4,sepahijala,233920,5704.21
tripura,2021,4,south tripura,219422,5607.35
tripura,2021,4,gomati,200196,4544.93
tripura,2021,4,dhalai,194907,4480.39
tripura,2021,4,unakoti,130201,2894.85
tripura,2021,4,khowai,111589,2548.08
tripura,2022,1,west tripura,1340631,26201.7
tripura,2022,1,north tripura,310764,6997.78
tripura,2022,1,sepahijala,257586,6363.88
tripura,2022,1,south tripura,242720,6327.38
tripura,2022,1,gomati,230019,5173.68
tripura,2022,1,dhalai,216216,5017.59
tripura,2022,1,unakoti,148265,3494.76
tripura,2022,1,khowai,124989,2896.53
tripura,2022,2,west tripura,1654938,29570.75
tripura,2022,2,north tripura,347933,7456.16
tripura,2022,2,sepahijala,301211,7030.75
tripura,2022,2,south tripura,270412,6498.1
tripura,2022,2,gomati,269581,5818.86
tripura,2022,2,dhalai,258585,5459.0
tripura,2022,2,unakoti,168534,3802.46
tripura,2022,2,khowai,147470,3146.64
tripura,2022,3,west tripura,2286054,43171.23
tripura,2022,3,north tripura,400198,8299.09
tripura,2022,3,sepahijala,358452,8187.57
tripura,2022,3,gomati,294377,6121.83
tripura,2022,3,dhalai,287101,6182.08
tripura,2022,3,south tripura,286379,6825.22
tripura,2022,3,unakoti,179593,4063.86
tripura,2022,3,khowai,164425,3632.63
tripura,2022,4,west tripura,3006900,57575.93
tripura,2022,4,north tripura,460914,9407.49
tripura,2022,4,sepahijala,352709,7849.54
tripura,2022,4,south tripura,318517,7434.3
tripura,2022,4,gomati,303790,6062.46
tripura,2022,4,unakoti,292384,6532.55
tripura,2022,4,dhalai,289984,5921.26
tripura,2022,4,khowai,172992,3746.19
tripura,2023,1,west tripura,3134574,51270.43
tripura,2023,1,north tripura,871256,16873.33
tripura,2023,1,sepahijala,638722,13380.75
tripura,2023,1,south tripura,608810,13759.21
tripura,2023,1,gomati,562299,11281.69
tripura,2023,1,dhalai,562193,11262.57
tripura,2023,1,unakoti,402005,7920.58
tripura,2023,1,khowai,338828,7134.28
tripura,2023,2,west tripura,3504788,55997.57
tripura,2023,2,north tripura,999059,17754.63
tripura,2023,2,sepahijala,701484,14349.21
tripura,2023,2,south tripura,670283,13639.24
tripura,2023,2,gomati,620180,11218.16
tripura,2023,2,dhalai,619543,11151.12
tripura,2023,2,unakoti,461521,8312.27
tripura,2023,2,khowai,352685,6769.1
tripura,2023,3,west tripura,4139314,61595.18
tripura,2023,3,north tripura,1152369,20004.73
tripura,2023,3,sepahijala,785302,15449.15
tripura,2023,3,south tripura,733436,14118.26
tripura,2023,3,dhalai,710839,12529.28
tripura,2023,3,gomati,679723,12170.34
tripura,2023,3,unakoti,520535,9208.58
tripura,2023,3,khowai,387244,7416.71
tripura,2023,4,west tripura,4523251,67691.3
tripura,2023,4,north tripura,1337292,22827.31
tripura,2023,4,south tripura,851971,15995.46
tripura,2023,4,sepahijala,849428,17259.49
tripura,2023,4,dhalai,788225,13464.5
tripura,2023,4,gomati,763260,13205.12
tripura,2023,4,unakoti,586144,9708.72
tripura,2023,4,khowai,441339,8047.07
tripura,2024,1,west tripura,4810816,69057.32
tripura,2024,1,north tripura,1501227,25250.21
tripura,2024,1,south tripura,971876,18136.39
tripura,2024,1,sepahijala,923724,18023.74
tripura,2024,1,dhalai,863498,14372.34
tripura,2024,1,gomati,823583,14068.11
tripura,2024,1,unakoti,650681,10052.67
tripura,2024,1,khowai,497234,8561.13
tripura,2024,2,west tripura,5478314,73153.7
tripura,2024,2,north tripura,1744430,24125.06
tripura,2024,2,south tripura,1121377,18252.43
tripura,2024,2,sepahijala,1070734,18201.48
tripura,2024,2,dhalai,1020940,14439.09
tripura,2024,2,gomati,982109,14535.09
tripura,2024,2,unakoti,771035,9972.26
tripura,2024,2,khowai,598608,8695.21
uttar-pradesh,2018,1,gautam buddha nagar,1387567,20657.04
uttar-pradesh,2018,1,lucknow,949749,12718.49
uttar-pradesh,2018,1,ghaziabad,751503,11465.04
uttar-pradesh,2018,1,prayagraj,628453,6529.88
uttar-pradesh,2018,1,varanasi,573338,5349.3
uttar-pradesh,2018,1,kanpur nagar,493390,5502.99
uttar-pradesh,2018,1,gorakhpur,324943,3779.54
uttar-pradesh,2018,1,bareilly,306561,2724.2
uttar-pradesh,2018,1,agra,298049,3534.78
uttar-pradesh,2018,1,meerut,267015,3457.45
uttar-pradesh,2018,2,gautam buddha nagar,1942298,33989.84
uttar-pradesh,2018,2,lucknow,1289613,21627.78
uttar-pradesh,2018,2,ghaziabad,1034409,18688.38
uttar-pradesh,2018,2,varanasi,836072,9566.26
uttar-pradesh,2018,2,prayagraj,804712,11290.03
uttar-pradesh,2018,2,kanpur nagar,675908,9543.05
uttar-pradesh,2018,2,gorakhpur,457691,7903.21
uttar-pradesh,2018,2,agra,401983,6371.65
uttar-pradesh,2018,2,bareilly,385460,4873.72
uttar-pradesh,2018,2,meerut,374625,6066.78
uttar-pradesh,2018,3,varanasi,3305134,23673.47
uttar-pradesh,2018,3,gautam buddha nagar,3256802,48286.74
uttar-pradesh,2018,3,lucknow,1745149,31205.36
uttar-pradesh,2018,3,ghaziabad,1537030,26135.41
uttar-pradesh,2018,3,sitapur,1244942,6571.17
uttar-pradesh,2018,3,prayagraj,1091032,15902.88
uttar-pradesh,2018,3,kanpur nagar,884952,13824.66
uttar-pradesh,2018,3,gorakhpur,589891,10602.39
uttar-pradesh,2018,3,kheri,588144,4071.15
uttar-pradesh,2018,3,bareilly,530401,7018.13
uttar-pradesh,2018,4,gautam buddha nagar,6083056,74835.33
uttar-pradesh,2018,4,ghaziabad,2891774,41177.78
uttar-pradesh,2018,4,lucknow,2611582,46786.14
uttar-pradesh,2018,4,varanasi,1806800,20825.72
uttar-pradesh,2018,4,prayagraj,1603709,23738.87
uttar-pradesh,2018,4,kanpur nagar,1254123,20450.67
uttar-pradesh,2018,4,gorakhpur,879250,16828.99
uttar-pradesh,2018,4,bareilly,797506,10114.06
uttar-pradesh,2018,4,agra,705927,14010.84
uttar-pradesh,2018,4,meerut,700099,14769.06
uttar-pradesh,2019,1,gautam buddha nagar,10750094,102864.35
uttar-pradesh,2019,1,lucknow,6724967,100078.91
uttar-pradesh,2019,1,ghaziabad,4604564,56317.71
uttar-pradesh,2019,1,prayagraj,2524007,33280.74
uttar-pradesh,2019,1,varanasi,2290282,26810.5
uttar-pradesh,2019,1,kanpur nagar,2045370,28820.42
uttar-pradesh,2019,1,gorakhpur,1266510,21490.19
uttar-pradesh,2019,1,bareilly,1150731,13254.93
uttar-pradesh,2019,1,meerut,1120213,18636.36
uttar-pradesh,2019,1,agra,1055850,17985.77
uttar-pradesh,2019,2,lucknow,12624404,224264.63
uttar-pradesh,2019,2,gautam buddha nagar,9667218,107168.1
uttar-pradesh,2019,2,ghaziabad,4679159,63689.28
uttar-pradesh,2019,2,kanpur nagar,2572884,44217.5
uttar-pradesh,2019,2,prayagraj,2300600,36109.74
uttar-pradesh,2019,2,varanasi,2098693,33823.81
uttar-pradesh,2019,2,gorakhpur,1168931,25164.47
uttar-pradesh,2019,2,meerut,1123899,22121.66
uttar-pradesh,2019,2,agra,1094456,20484.17
uttar-pradesh,2019,2,bareilly,893059,14443.73
uttar-pradesh,2019,3,gautam buddha nagar,13014875,141185.13
uttar-pradesh,2019,3,lucknow,11708246,244651.59
uttar-pradesh,2019,3,ghaziabad,6466390,83848.91
uttar-pradesh,2019,3,kanpur nagar,3032525,51518.75
uttar-pradesh,2019,3,prayagraj,2766837,40912.93
uttar-pradesh,2019,3,varanasi,2441735,37724.42
uttar-pradesh,2019,3,agra,1678565,25890.11
uttar-pradesh,2019,3,meerut,1429176,26158.01
uttar-pradesh,2019,3,gorakhpur,1301866,26002.9
uttar-pradesh,2019,3,bareilly,1164660,16302.71
uttar-pradesh,2019,4,gautam buddha nagar,16003102,177015.49
uttar-pradesh,2019,4,lucknow,14205324,301915.64
uttar-pradesh,2019,4,ghaziabad,7615506,106091.13
uttar-pradesh,2019,4,varanasi,4217796,50046.37
uttar-pradesh,2019,4,kanpur nagar,3438636,62837.13
uttar-pradesh,2019,4,prayagraj,3400115,51616.32
uttar-pradesh,2019,4,agra,1992945,34852.38
uttar-pradesh,2019,4,meerut,1820166,34357.08
uttar-pradesh,2019,4,gorakhpur,1669194,34451.11
uttar-pradesh,2019,4,bareilly,1342436,21796.71
uttar-pradesh,2020,1,gautam buddha nagar,16781339,193567.64
uttar-pradesh,2020,1,lucknow,15484604,351754.38
uttar-pradesh,2020,1,ghaziabad,8267770,119981.83
uttar-pradesh,2020,1,prayagraj,3666845,60732.22
uttar-pradesh,2020,1,varanasi,3542507,56289.21
uttar-pradesh,2020,1,kanpur nagar,3526062,63028.9
uttar-pradesh,2020,1,meerut,2734403,57500.07
uttar-pradesh,2020,1,agra,2580164,46266.49
uttar-pradesh,2020,1,gorakhpur,1933805,39775.3
uttar-pradesh,2020,1,bareilly,1552726,26440.82
uttar-pradesh,2020,2,lucknow,12430842,308955.56
uttar-pradesh,2020,2,gautam buddha nagar,10896512,129339.47
uttar-pradesh,2020,2,ghaziabad,7640595,111787.42
uttar-pradesh,2020,2,kanpur nagar,3495087,65757.68
uttar-pradesh,2020,2,meerut,2994911,61721.48
uttar-pradesh,2020,2,prayagraj,2935110,51635.15
uttar-pradesh,2020,2,agra,2837641,51537.89
uttar-pradesh,2020,2,varanasi,2569684,44117.17
uttar-pradesh,2020,2,gorakhpur,2231738,41832.86
uttar-pradesh,2020,2,aligarh,1873486,33331.99
uttar-pradesh,2020,3,lucknow,18626637,449867.69
uttar-pradesh,2020,3,gautam buddha nagar,17085582,213376.31
uttar-pradesh,2020,3,ghaziabad,10353511,167226.99
uttar-pradesh,2020,3,prayagraj,4424797,87840.04
uttar-pradesh,2020,3,kanpur nagar,4224357,84177.8
uttar-pradesh,2020,3,meerut,3739519,81143.26
uttar-pradesh,2020,3,agra,3402430,66479.28
uttar-pradesh,2020,3,varanasi,3370707,66345.17
uttar-pradesh,2020,3,gorakhpur,3197317,70434.86
uttar-pradesh,2020,3,aligarh,2172376,44331.49
uttar-pradesh,2020,4,gautam buddha nagar,26875484,328425.19
uttar-pradesh,2020,4,lucknow,21791125,486608.63
uttar-pradesh,2020,4,ghaziabad,15220234,245653.54
uttar-pradesh,2020,4,prayagraj,6423026,127600.83
uttar-pradesh,2020,4,kanpur nagar,6052576,123083.46
uttar-pradesh,2020,4,agra,5121332,103785.49
uttar-pradesh,2020,4,meerut,5063989,107054.09
uttar-pradesh,2020,4,varanasi,5020393,101949.37
uttar-pradesh,2020,4,gorakhpur,4537853,107986.76
uttar-pradesh,2020,4,aligarh,3179237,66596.03
uttar-pradesh,2021,1,lucknow,35616880,662686.62
uttar-pradesh,2021,1,gautam buddha nagar,31352951,377486.71
uttar-pradesh,2021,1,ghaziabad,16400075,263648.57
uttar-pradesh,2021,1,prayagraj,7886986,143589.17
uttar-pradesh,2021,1,kanpur nagar,6948497,132742.23
uttar-pradesh,2021,1,meerut,6883062,137128.09
uttar-pradesh,2021,1,varanasi,5807048,109507.66
uttar-pradesh,2021,1,agra,5773733,111986.59
uttar-pradesh,2021,1,gorakhpur,4804502,109593.49
uttar-pradesh,2021,1,aligarh,3639658,74183.82
uttar-pradesh,2021,2,lucknow,41241215,784474.43
uttar-pradesh,2021,2,gautam buddha nagar,29169349,370725.48
uttar-pradesh,2021,2,ghaziabad,16797842,277665.34
uttar-pradesh,2021,2,meerut,8599202,165117.63
uttar-pradesh,2021,2,prayagraj,8039353,159039.39
uttar-pradesh,2021,2,kanpur nagar,7585841,149353.47
uttar-pradesh,2021,2,agra,6542679,128955.19
uttar-pradesh,2021,2,varanasi,6220925,125964.42
uttar-pradesh,2021,2,gorakhpur,5995988,137622.41
uttar-pradesh,2021,2,aligarh,4566809,91695.24
uttar-pradesh,2021,3,lucknow,51055467,853712.48
uttar-pradesh,2021,3,gautam buddha nagar,41878965,510512.93
uttar-pradesh,2021,3,ghaziabad,22358776,357535.95
uttar-pradesh,2021,3,meerut,11446543,205119.59
uttar-pradesh,2021,3,prayagraj,10478343,180129.24
uttar-pradesh,2021,3,kanpur nagar,9924366,183709.77
uttar-pradesh,2021,3,agra,8882859,162957.36
uttar-pradesh,2021,3,varanasi,8732870,156131.36
uttar-pradesh,2021,3,gorakhpur,7464913,154582.47
uttar-pradesh,2021,3,aligarh,5783351,107581.62
uttar-pradesh,2021,4,lucknow,67415795,1156888.22
uttar-pradesh,2021,4,gautam buddha nagar,52546170,669550.29
uttar-pradesh,2021,4,ghaziabad,27945576,458718.61
uttar-pradesh,2021,4,meerut,15531638,286996.64
uttar-pradesh,2021,4,prayagraj,14418013,252987.67
uttar-pradesh,2021,4,kanpur nagar,13055831,249682.25
uttar-pradesh,2021,4,agra,11675242,228880.2
uttar-pradesh,2021,4,varanasi,11458477,220209.16
uttar-pradesh,2021,4,gorakhpur,9958532,215912.0
uttar-pradesh,2021,4,aligarh,7765317,150724.61
uttar-pradesh,2022,1,lucknow,79740953,1324564.58
uttar-pradesh,2022,1,gautam buddha nagar,58229149,743713.63
uttar-pradesh,2022,1,ghaziabad,30948888,505710.13
uttar-pradesh,2022,1,meerut,17966278,323776.28
uttar-pradesh,2022,1,prayagraj,16566417,282930.55
uttar-pradesh,2022,1,kanpur nagar,14902263,276128.33
uttar-pradesh,2022,1,agra,14010919,262338.59
uttar-pradesh,2022,1,varanasi,13246317,241558.01
uttar-pradesh,2022,1,gorakhpur,10758812,228618.82
uttar-pradesh,2022,1,aligarh,9297702,172262.03
uttar-pradesh,2022,2,lucknow,102123625,1640561.07
uttar-pradesh,2022,2,gautam buddha nagar,74160647,878283.88
