State,Year,Quarter,District,Count,Amount
madhya-pradesh,2024,1,shahdol district,14580435,183516.69
madhya-pradesh,2024,1,ratlam district,25404766,365155.45
madhya-pradesh,2024,1,panna district,7744755,105633.3
madhya-pradesh,2024,1,chhatarpur district,18585067,233341.38
madhya-pradesh,2024,2,morena district,25112313,394002.67
madhya-pradesh,2024,2,alirajpur district,4112467,56506.03
madhya-pradesh,2024,2,sehore district,31716490,413343.71
madhya-pradesh,2024,2,rajgarh district,28739389,391970.79
madhya-pradesh,2024,2,khargone district,27676498,384715.21
madhya-pradesh,2024,2,satna district,30702028,388345.67
madhya-pradesh,2024,2,narsinghpur district,15626436,212426.53
madhya-pradesh,2024,2,jabalpur district,47480537,594427.45
madhya-pradesh,2024,2,hoshangabad district,23429156,303652.78
madhya-pradesh,2024,2,vidisha district,21227668,306173.79
madhya-pradesh,2024,2,balaghat district,22862359,296940.82
madhya-pradesh,2024,2,singrauli district,24891549,291265.65
madhya-pradesh,2024,2,betul district,20820404,265646.94
madhya-pradesh,2024,2,sidhi district,14053246,180746.76
madhya-pradesh,2024,2,datia district,9311743,140378.94
madhya-pradesh,2024,2,dewas district,37295037,474886.99
madhya-pradesh,2024,2,sheopur district,6724045,99891.9
madhya-pradesh,2024,2,neemuch district,16101599,216985.88
madhya-pradesh,2024,2,raisen district,26035806,319441.45
madhya-pradesh,2024,2,mandsaur district,27245276,362574.58
madhya-pradesh,2024,2,barwani district,14966124,195475.79
madhya-pradesh,2024,2,katni district,15907909,204537.08
madhya-pradesh,2024,2,dindori district,5389123,65602.3
madhya-pradesh,2024,2,shivpuri district,22328318,295839.03
madhya-pradesh,2024,2,gwalior district,62036666,851075.77
madhya-pradesh,2024,2,anuppur district,9788619,107533.65
madhya-pradesh,2024,2,agar malwa district,12157317,158727.18
madhya-pradesh,2024,2,ashoknagar district,10309781,140925.45
madhya-pradesh,2024,2,sagar district,31492081,421122.7
madhya-pradesh,2024,2,niwari district,4151165,52863.87
madhya-pradesh,2024,2,rewa district,33128733,441737.5
madhya-pradesh,2024,2,shajapur district,18950156,259568.45
madhya-pradesh,2024,2,ujjain district,53852954,697926.2
madhya-pradesh,2024,2,bhind district,17252236,261439.36
madhya-pradesh,2024,2,tikamgarh district,10661660,120387.1
madhya-pradesh,2024,2,seoni district,18601316,251548.63
madhya-pradesh,2024,2,harda district,8724772,123141.31
madhya-pradesh,2024,2,burhanpur district,11021215,146584.95
madhya-pradesh,2024,2,damoh district,11175690,152368.82
madhya-pradesh,2024,2,bhopal district,153789648,1543611.94
madhya-pradesh,2024,2,jhabua district,10087438,137017.53
madhya-pradesh,2024,2,dhar district,47893950,564391.98
madhya-pradesh,2024,2,guna district,21584774,279578.64
madhya-pradesh,2024,2,east nimar district,20724281,245464.88
madhya-pradesh,2024,2,chhindwara district,32702342,417796.49
madhya-pradesh,2024,2,umaria district,6670251,78562.29
madhya-pradesh,2024,2,mandla district,9677029,123871.72
madhya-pradesh,2024,2,indore district,224896033,2393157.73
madhya-pradesh,2024,2,shahdol district,15850694,188376.07
madhya-pradesh,2024,2,ratlam district,27995306,387939.99
madhya-pradesh,2024,2,panna district,9442291,127697.79
madhya-pradesh,2024,2,chhatarpur district,21098139,266602.72
maharashtra,2018,1,jalgaon district,332668,3467.2
maharashtra,2018,1,latur district,259016,2372.46
maharashtra,2018,1,thane district,1243518,19958.17
maharashtra,2018,1,bhandara district,94217,769.98
maharashtra,2018,1,nandurbar district,60163,705.44
maharashtra,2018,1,chandrapur district,142067,1295.89
maharashtra,2018,1,kolhapur district,351519,3547.24
maharashtra,2018,1,solapur district,451438,5357.92
maharashtra,2018,1,mumbai district,2671029,39231.17
maharashtra,2018,1,sindhudurg district,37285,443.48
maharashtra,2018,1,dhule district,139376,1488.94
maharashtra,2018,1,wardha district,111564,1031.97
maharashtra,2018,1,parbhani district,126868,1090.59
maharashtra,2018,1,mumbai suburban district,1444587,23852.43
maharashtra,2018,1,hingoli district,70314,572.82
maharashtra,2018,1,ratnagiri district,57950,682.34
maharashtra,2018,1,nanded district,221472,1953.77
maharashtra,2018,1,osmanabad district,129616,1375.14
maharashtra,2018,1,nagpur district,592456,7819.81
maharashtra,2018,1,buldhana district,211789,2134.97
maharashtra,2018,1,nashik district,669259,8744.36
maharashtra,2018,1,akola district,112541,986.92
maharashtra,2018,1,yavatmal district,120864,1207.77
maharashtra,2018,1,aurangabad district,620430,6803.62
maharashtra,2018,1,amravati district,219644,2034.9
maharashtra,2018,1,washim district,60452,539.56
maharashtra,2018,1,sangli district,231021,2415.39
maharashtra,2018,1,gadchiroli district,50072,507.91
maharashtra,2018,1,raigad district,310127,4819.78
maharashtra,2018,1,palghar district,316766,4322.88
maharashtra,2018,1,jalna district,154861,1471.18
maharashtra,2018,1,gondia district,96798,946.55
maharashtra,2018,1,ahmednagar district,438972,5225.4
maharashtra,2018,1,pune district,3842929,53789.82
maharashtra,2018,1,beed district,146374,1499.79
maharashtra,2018,1,satara district,247012,2648.58
maharashtra,2018,2,jalgaon district,456493,6404.88
maharashtra,2018,2,latur district,348856,4591.62
maharashtra,2018,2,thane district,1773084,33393.5
maharashtra,2018,2,bhandara district,142191,1557.91
maharashtra,2018,2,nandurbar district,81758,1298.92
maharashtra,2018,2,chandrapur district,218475,2739.95
maharashtra,2018,2,kolhapur district,459551,6023.68
maharashtra,2018,2,solapur district,657732,10174.29
maharashtra,2018,2,mumbai district,3277612,60485.15
maharashtra,2018,2,sindhudurg district,59117,824.16
maharashtra,2018,2,dhule district,193300,2722.04
maharashtra,2018,2,wardha district,153356,1946.13
maharashtra,2018,2,parbhani district,165911,2096.86
maharashtra,2018,2,mumbai suburban district,2055232,38774.26
maharashtra,2018,2,hingoli district,99174,1171.26
maharashtra,2018,2,ratnagiri district,88067,1274.89
maharashtra,2018,2,nanded district,301594,4090.59
maharashtra,2018,2,osmanabad district,180136,2596.21
maharashtra,2018,2,nagpur district,792349,13250.86
maharashtra,2018,2,buldhana district,289553,4232.95
maharashtra,2018,2,nashik district,956098,15029.41
maharashtra,2018,2,akola district,150414,1805.67
maharashtra,2018,2,yavatmal district,175489,2289.33
maharashtra,2018,2,aurangabad district,789032,11212.47
maharashtra,2018,2,amravati district,296011,3747.38
maharashtra,2018,2,washim district,88839,1071.01
maharashtra,2018,2,sangli district,317849,4570.69
maharashtra,2018,2,gadchiroli district,78306,1050.88
maharashtra,2018,2,raigad district,469802,8499.0
maharashtra,2018,2,palghar district,467130,7375.33
maharashtra,2018,2,jalna district,204649,2642.59
maharashtra,2018,2,gondia district,148668,1955.17
maharashtra,2018,2,ahmednagar district,616058,9607.86
maharashtra,2018,2,pune district,5162876,85134.28
maharashtra,2018,2,beed district,213528,3054.86
maharashtra,2018,2,satara district,357450,4874.52
maharashtra,2018,3,jalgaon district,595180,8968.78
maharashtra,2018,3,latur district,420545,6387.8
maharashtra,2018,3,thane district,2611297,49417.86
maharashtra,2018,3,bhandara district,175526,2153.06
maharashtra,2018,3,nandurbar district,108557,1773.79
maharashtra,2018,3,chandrapur district,285271,3789.41
maharashtra,2018,3,kolhapur district,639398,8747.24
maharashtra,2018,3,solapur district,957281,15484.16
maharashtra,2018,3,mumbai district,4090811,74388.93
maharashtra,2018,3,sindhudurg district,76130,1128.7
maharashtra,2018,3,dhule district,245060,3912.78
maharashtra,2018,3,wardha district,208207,2811.16
maharashtra,2018,3,parbhani district,204284,2992.98
maharashtra,2018,3,mumbai suburban district,3049903,55676.19
maharashtra,2018,3,hingoli district,128836,1696.55
maharashtra,2018,3,ratnagiri district,129543,1987.55
maharashtra,2018,3,nanded district,407264,6024.25
maharashtra,2018,3,osmanabad district,240387,3957.26
maharashtra,2018,3,nagpur district,1215989,20038.7
maharashtra,2018,3,buldhana district,382228,5736.69
maharashtra,2018,3,nashik district,1321016,22430.65
maharashtra,2018,3,akola district,186781,2541.96
maharashtra,2018,3,yavatmal district,229128,3251.49
maharashtra,2018,3,aurangabad district,1171650,17556.08
maharashtra,2018,3,amravati district,369988,5138.06
maharashtra,2018,3,washim district,110307,1508.18
maharashtra,2018,3,sangli district,427506,6465.72
maharashtra,2018,3,gadchiroli district,109208,1468.11
maharashtra,2018,3,raigad district,717318,13623.25
maharashtra,2018,3,palghar district,715144,11750.31
maharashtra,2018,3,jalna district,279281,4048.0
maharashtra,2018,3,gondia district,188257,2548.49
maharashtra,2018,3,ahmednagar district,842685,14763.19
maharashtra,2018,3,pune district,7890491,126016.14
maharashtra,2018,3,beed district,297477,5002.64
maharashtra,2018,3,satara district,510604,7422.08
maharashtra,2018,4,jalgaon district,879950,13872.33
maharashtra,2018,4,latur district,628803,10446.74
maharashtra,2018,4,thane district,4198385,75924.15
maharashtra,2018,4,bhandara district,245846,3431.03
maharashtra,2018,4,nandurbar district,157820,2819.65
maharashtra,2018,4,chandrapur district,382372,5785.42
maharashtra,2018,4,kolhapur district,913594,13571.85
maharashtra,2018,4,solapur district,1266285,23681.41
maharashtra,2018,4,mumbai district,6060284,115061.44
maharashtra,2018,4,sindhudurg district,114717,1708.41
maharashtra,2018,4,dhule district,368312,6493.98
maharashtra,2018,4,wardha district,280783,3950.87
maharashtra,2018,4,parbhani district,308504,5000.61
maharashtra,2018,4,mumbai suburban district,4635750,82689.91
maharashtra,2018,4,hingoli district,176257,2715.34
maharashtra,2018,4,ratnagiri district,183226,2996.6
maharashtra,2018,4,nanded district,587651,9977.62
maharashtra,2018,4,osmanabad district,361661,6754.14
maharashtra,2018,4,nagpur district,1884842,30798.7
maharashtra,2018,4,buldhana district,548395,8824.86
maharashtra,2018,4,nashik district,1881354,35107.38
maharashtra,2018,4,akola district,291472,4385.66
maharashtra,2018,4,yavatmal district,328480,5221.0
maharashtra,2018,4,aurangabad district,1685901,27585.23
maharashtra,2018,4,amravati district,546615,8355.58
maharashtra,2018,4,washim district,162834,2485.32
maharashtra,2018,4,sangli district,585846,9885.64
maharashtra,2018,4,gadchiroli district,155411,2582.05
maharashtra,2018,4,raigad district,1080514,20592.35
maharashtra,2018,4,palghar district,1088141,18424.6
maharashtra,2018,4,jalna district,389658,6443.45
maharashtra,2018,4,gondia district,254253,3798.34
maharashtra,2018,4,ahmednagar district,1226980,23633.48
maharashtra,2018,4,pune district,11075153,180488.84
maharashtra,2018,4,beed district,437218,8155.42
maharashtra,2018,4,satara district,716956,11539.96
maharashtra,2019,1,jalgaon district,1166142,17041.95
maharashtra,2019,1,latur district,814951,12772.3
maharashtra,2019,1,thane district,6590587,102623.66
maharashtra,2019,1,bhandara district,328528,4269.99
maharashtra,2019,1,nandurbar district,206076,3491.11
maharashtra,2019,1,chandrapur district,509133,7202.73
maharashtra,2019,1,kolhapur district,1373093,17333.26
maharashtra,2019,1,solapur district,1711532,29152.92
maharashtra,2019,1,mumbai district,8672352,141166.67
maharashtra,2019,1,sindhudurg district,159703,2166.39
maharashtra,2019,1,dhule district,481989,7786.65
maharashtra,2019,1,wardha district,406198,5195.01
maharashtra,2019,1,parbhani district,406124,6078.42
maharashtra,2019,1,mumbai suburban district,6743762,107069.73
maharashtra,2019,1,hingoli district,223427,3218.55
maharashtra,2019,1,ratnagiri district,258764,3980.04
maharashtra,2019,1,nanded district,817852,12397.78
maharashtra,2019,1,osmanabad district,465021,8085.11
maharashtra,2019,1,nagpur district,3417783,44452.0
maharashtra,2019,1,buldhana district,749376,11156.12
maharashtra,2019,1,nashik district,2967544,45444.09
maharashtra,2019,1,akola district,401169,5731.93
maharashtra,2019,1,yavatmal district,423865,6378.06
maharashtra,2019,1,aurangabad district,2792378,38341.52
maharashtra,2019,1,amravati district,891044,11607.72
maharashtra,2019,1,washim district,223071,3167.64
maharashtra,2019,1,sangli district,817265,12298.07
maharashtra,2019,1,gadchiroli district,188507,2952.58
maharashtra,2019,1,raigad district,1659791,27118.62
maharashtra,2019,1,palghar district,1719894,25646.96
maharashtra,2019,1,jalna district,540378,8297.77
maharashtra,2019,1,gondia district,318147,4518.08
maharashtra,2019,1,ahmednagar district,1729326,29577.22
maharashtra,2019,1,pune district,23360634,322335.17
maharashtra,2019,1,beed district,559625,9611.04
maharashtra,2019,1,satara district,984038,14540.04
maharashtra,2019,2,jalgaon district,1123667,19871.54
maharashtra,2019,2,latur district,821241,15323.18
maharashtra,2019,2,thane district,7530876,123138.29
maharashtra,2019,2,bhandara district,329931,5086.09
maharashtra,2019,2,nandurbar district,204845,4062.63
maharashtra,2019,2,chandrapur district,505590,8439.53
maharashtra,2019,2,kolhapur district,1253641,19528.77
maharashtra,2019,2,solapur district,1820589,34740.68
maharashtra,2019,2,mumbai district,9050682,167562.56
maharashtra,2019,2,sindhudurg district,168005,2679.75
maharashtra,2019,2,dhule district,484195,9254.82
maharashtra,2019,2,wardha district,403626,6419.15
maharashtra,2019,2,parbhani district,410613,7321.89
maharashtra,2019,2,mumbai suburban district,7064507,118479.87
maharashtra,2019,2,hingoli district,217343,3707.94
maharashtra,2019,2,ratnagiri district,278354,4552.6
maharashtra,2019,2,nanded district,808316,15040.84
maharashtra,2019,2,osmanabad district,514655,10794.35
maharashtra,2019,2,nagpur district,4188658,60254.15
maharashtra,2019,2,buldhana district,741166,13891.78
maharashtra,2019,2,nashik district,3923883,57913.33
maharashtra,2019,2,akola district,400952,6831.91
maharashtra,2019,2,yavatmal district,438803,7637.27
maharashtra,2019,2,aurangabad district,3396197,47965.42
maharashtra,2019,2,amravati district,1157518,15717.76
maharashtra,2019,2,washim district,226637,4015.46
maharashtra,2019,2,sangli district,802674,13955.48
maharashtra,2019,2,gadchiroli district,208387,3760.1
maharashtra,2019,2,raigad district,1818926,31679.85
maharashtra,2019,2,palghar district,1781149,29043.23
maharashtra,2019,2,jalna district,531441,9595.04
maharashtra,2019,2,gondia district,302812,5162.46
maharashtra,2019,2,ahmednagar district,1790440,35459.63
maharashtra,2019,2,pune district,44795652,583988.09
maharashtra,2019,2,beed district,608584,12672.44
maharashtra,2019,2,satara district,1045298,17396.83
maharashtra,2019,3,jalgaon district,1539403,24070.96
maharashtra,2019,3,latur district,1113069,18223.01
maharashtra,2019,3,thane district,11231012,161084.09
maharashtra,2019,3,bhandara district,431793,5952.45
maharashtra,2019,3,nandurbar district,277232,4835.68
maharashtra,2019,3,chandrapur district,687068,9885.15
maharashtra,2019,3,kolhapur district,1767210,23787.07
maharashtra,2019,3,solapur district,2841225,45988.19
maharashtra,2019,3,mumbai district,10401047,199473.02
maharashtra,2019,3,sindhudurg district,211699,2869.14
maharashtra,2019,3,dhule district,653540,11217.58
maharashtra,2019,3,wardha district,537284,7509.34
maharashtra,2019,3,parbhani district,568673,9153.74
maharashtra,2019,3,mumbai suburban district,10319061,152575.08
maharashtra,2019,3,hingoli district,299371,4680.31
maharashtra,2019,3,ratnagiri district,366958,5111.85
maharashtra,2019,3,nanded district,1095647,18491.34
maharashtra,2019,3,osmanabad district,719297,12878.88
maharashtra,2019,3,nagpur district,6165553,77274.41
maharashtra,2019,3,buldhana district,960929,16460.27
maharashtra,2019,3,nashik district,7028066,84602.53
maharashtra,2019,3,akola district,545110,8043.74
maharashtra,2019,3,yavatmal district,597079,9102.74
maharashtra,2019,3,aurangabad district,5823390,69779.18
maharashtra,2019,3,amravati district,1801245,21153.45
maharashtra,2019,3,washim district,302180,4683.57
maharashtra,2019,3,sangli district,1106146,16793.97
maharashtra,2019,3,gadchiroli district,278888,4543.28
maharashtra,2019,3,raigad district,2748252,41585.67
maharashtra,2019,3,palghar district,2699901,38215.92
maharashtra,2019,3,jalna district,855316,13080.57
maharashtra,2019,3,gondia district,397041,6221.69
maharashtra,2019,3,ahmednagar district,2826165,47660.33
maharashtra,2019,3,pune district,67093416,781288.69
maharashtra,2019,3,beed district,855427,15928.13
maharashtra,2019,3,satara district,1590888,21970.07
maharashtra,2019,4,jalgaon district,2235555,35225.76
maharashtra,2019,4,latur district,1574163,26849.39
maharashtra,2019,4,thane district,13830713,202800.77
maharashtra,2019,4,bhandara district,556898,8052.6
maharashtra,2019,4,nandurbar district,384764,6837.45
maharashtra,2019,4,chandrapur district,909203,13755.88
maharashtra,2019,4,kolhapur district,2441776,34759.89
maharashtra,2019,4,solapur district,3759589,64621.84
maharashtra,2019,4,mumbai district,14329105,291745.55
maharashtra,2019,4,sindhudurg district,254829,3703.75
maharashtra,2019,4,dhule district,960516,16689.24
maharashtra,2019,4,wardha district,660720,9833.71
maharashtra,2019,4,parbhani district,798141,13258.63
maharashtra,2019,4,mumbai suburban district,12837253,201562.21
maharashtra,2019,4,hingoli district,400633,6526.64
maharashtra,2019,4,ratnagiri district,446975,6595.36
maharashtra,2019,4,nanded district,1570164,26612.86
maharashtra,2019,4,osmanabad district,1031345,18783.42
maharashtra,2019,4,nagpur district,8223885,107356.21
maharashtra,2019,4,buldhana district,1362337,24618.75
maharashtra,2019,4,nashik district,10054198,126134.75
