State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
assam,2021,2,Merchant payments,4562669,49147.53
assam,2021,2,Financial Services,49671,461.06
assam,2021,2,Others,94161,525.5
assam,2021,3,Peer-to-peer payments,15617592,641318.24
assam,2021,3,Recharge & bill payments,10284267,32483.64
assam,2021,3,Merchant payments,7431371,82087.06
assam,2021,3,Financial Services,39479,438.9
assam,2021,3,Others,131732,677.15
assam,2021,4,Peer-to-peer payments,21393962,868016.25
assam,2021,4,Merchant payments,12895755,133787.65
assam,2021,4,Recharge & bill payments,11484376,38420.04
assam,2021,4,Financial Services,60724,654.56
assam,2021,4,Others,185544,971.17
assam,2022,1,Peer-to-peer payments,27156085,1088553.52
assam,2022,1,Merchant payments,19011883,188331.33
assam,2022,1,Recharge & bill payments,12474674,44240.36
assam,2022,1,Financial Services,68432,732.58
assam,2022,1,Others,178812,946.59
assam,2022,2,Peer-to-peer payments,33879530,1238299.13
assam,2022,2,Merchant payments,28377534,243332.6
assam,2022,2,Recharge & bill payments,13858113,48146.96
assam,2022,2,Financial Services,50785,555.49
assam,2022,2,Others,168763,776.24
assam,2022,3,Peer-to-peer payments,37000266,1272647.04
assam,2022,3,Merchant payments,34935460,287899.92
assam,2022,3,Recharge & bill payments,13974568,52951.37
assam,2022,3,Financial Services,65066,628.82
assam,2022,3,Others,138451,763.64
assam,2022,4,Peer-to-peer payments,44828832,1506933.98
assam,2022,4,Merchant payments,43605784,360338.1
assam,2022,4,Recharge & bill payments,15344794,57739.81
assam,2022,4,Financial Services,74414,759.6
assam,2022,4,Others,127443,763.7
assam,2023,1,Merchant payments,48987048,394168.6
assam,2023,1,Peer-to-peer payments,48461200,1665091.54
assam,2023,1,Recharge & bill payments,16113464,62664.06
assam,2023,1,Financial Services,82270,869.79
assam,2023,1,Others,116656,747.68
assam,2023,2,Merchant payments,62403711,455152.48
assam,2023,2,Peer-to-peer payments,57852989,1828092.83
assam,2023,2,Recharge & bill payments,17858409,66313.55
assam,2023,2,Financial Services,81172,847.98
assam,2023,2,Others,94672,701.05
assam,2023,3,Merchant payments,82126315,515331.66
assam,2023,3,Peer-to-peer payments,66737077,1850305.03
assam,2023,3,Recharge & bill payments,18524152,73105.59
assam,2023,3,Financial Services,105975,1185.29
assam,2023,3,Others,81832,652.58
assam,2023,4,Merchant payments,95438754,605139.05
assam,2023,4,Peer-to-peer payments,79797949,2168759.38
assam,2023,4,Recharge & bill payments,18323202,80110.77
assam,2023,4,Financial Services,119386,1425.53
assam,2023,4,Others,72866,601.65
assam,2024,1,Merchant payments,110124616,684996.5
assam,2024,1,Peer-to-peer payments,90992228,2440087.62
assam,2024,1,Recharge & bill payments,20239264,84880.76
assam,2024,1,Financial Services,102326,1359.51
assam,2024,1,Others,66622,514.66
assam,2024,2,Merchant payments,143699277,781452.61
assam,2024,2,Peer-to-peer payments,105356010,2581918.46
assam,2024,2,Recharge & bill payments,22086844,87653.12
assam,2024,2,Financial Services,120443,1513.67
assam,2024,2,Others,64513,548.84
bihar,2018,1,Recharge & bill payments,3159922,3755.59
bihar,2018,1,Peer-to-peer payments,2052089,52953.47
bihar,2018,1,Financial Services,194295,339.99
bihar,2018,1,Merchant payments,138885,1398.28
bihar,2018,1,Others,279111,2010.25
bihar,2018,2,Recharge & bill payments,4346849,7006.5
bihar,2018,2,Peer-to-peer payments,3447898,121414.49
bihar,2018,2,Merchant payments,311487,3185.72
bihar,2018,2,Financial Services,267433,453.33
bihar,2018,2,Others,258711,3001.28
bihar,2018,3,Peer-to-peer payments,8893764,186958.89
bihar,2018,3,Recharge & bill payments,4401439,8040.61
bihar,2018,3,Merchant payments,586862,3676.09
bihar,2018,3,Financial Services,274510,332.76
bihar,2018,3,Others,211229,2349.69
bihar,2018,4,Peer-to-peer payments,8094296,262243.04
bihar,2018,4,Recharge & bill payments,5469096,9863.11
bihar,2018,4,Merchant payments,1680664,8489.69
bihar,2018,4,Financial Services,237247,361.99
bihar,2018,4,Others,251098,3022.14
bihar,2019,1,Peer-to-peer payments,16807040,388240.78
bihar,2019,1,Recharge & bill payments,7036367,13336.88
bihar,2019,1,Merchant payments,2055267,10249.97
bihar,2019,1,Financial Services,204689,286.0
bihar,2019,1,Others,252871,2914.65
bihar,2019,2,Peer-to-peer payments,15837449,583812.85
bihar,2019,2,Recharge & bill payments,9279442,19968.04
bihar,2019,2,Merchant payments,4365465,23081.46
bihar,2019,2,Financial Services,129603,633.38
bihar,2019,2,Others,348520,3828.65
bihar,2019,3,Peer-to-peer payments,15446119,618317.76
bihar,2019,3,Recharge & bill payments,9115040,21405.67
bihar,2019,3,Merchant payments,7206001,34134.9
bihar,2019,3,Financial Services,89997,201.45
bihar,2019,3,Others,282743,2868.04
bihar,2019,4,Peer-to-peer payments,26337842,863406.31
bihar,2019,4,Recharge & bill payments,11358597,26496.17
bihar,2019,4,Merchant payments,5519582,41775.74
bihar,2019,4,Financial Services,100192,188.16
bihar,2019,4,Others,214101,1267.88
bihar,2020,1,Peer-to-peer payments,23163922,998736.88
bihar,2020,1,Recharge & bill payments,13837430,36805.91
bihar,2020,1,Merchant payments,7822567,55626.92
bihar,2020,1,Financial Services,57233,239.55
bihar,2020,1,Others,200663,1159.28
bihar,2020,2,Peer-to-peer payments,26572651,1162443.69
bihar,2020,2,Recharge & bill payments,19522564,56422.95
bihar,2020,2,Merchant payments,7011681,67604.04
bihar,2020,2,Financial Services,73119,540.78
bihar,2020,2,Others,206727,1053.78
bihar,2020,3,Peer-to-peer payments,37294332,1536646.84
bihar,2020,3,Recharge & bill payments,19027978,63137.81
bihar,2020,3,Merchant payments,14777337,131117.36
bihar,2020,3,Financial Services,104135,813.55
bihar,2020,3,Others,299966,1573.09
bihar,2020,4,Peer-to-peer payments,49432098,2084845.58
bihar,2020,4,Merchant payments,26750991,231855.95
bihar,2020,4,Recharge & bill payments,19908687,69269.61
bihar,2020,4,Financial Services,119416,1007.86
bihar,2020,4,Others,380481,2077.14
bihar,2021,1,Peer-to-peer payments,58566582,2420133.12
bihar,2021,1,Merchant payments,33959313,301711.45
bihar,2021,1,Recharge & bill payments,21974086,85054.56
bihar,2021,1,Financial Services,124277,1129.5
bihar,2021,1,Others,308219,1707.87
bihar,2021,2,Peer-to-peer payments,78694099,3197586.83
bihar,2021,2,Merchant payments,44686786,434589.15
bihar,2021,2,Recharge & bill payments,31646149,110308.5
bihar,2021,2,Financial Services,149791,1160.86
bihar,2021,2,Others,426797,2157.21
bihar,2021,3,Peer-to-peer payments,92785704,3315141.03
bihar,2021,3,Merchant payments,64094961,538497.46
bihar,2021,3,Recharge & bill payments,30081746,113273.03
bihar,2021,3,Financial Services,135748,1303.49
bihar,2021,3,Others,572954,2412.6
bihar,2021,4,Peer-to-peer payments,117340712,4236650.98
bihar,2021,4,Merchant payments,95992559,817291.22
bihar,2021,4,Recharge & bill payments,30824177,134386.35
bihar,2021,4,Financial Services,186298,1733.58
bihar,2021,4,Others,783199,3654.01
bihar,2022,1,Peer-to-peer payments,138085265,5000248.07
bihar,2022,1,Merchant payments,114892163,955077.1
bihar,2022,1,Recharge & bill payments,30545266,154316.05
bihar,2022,1,Financial Services,169722,1480.89
bihar,2022,1,Others,698018,2994.85
bihar,2022,2,Peer-to-peer payments,164119431,6104486.11
bihar,2022,2,Merchant payments,158289353,1264234.31
bihar,2022,2,Recharge & bill payments,36950622,172256.69
bihar,2022,2,Financial Services,124199,1162.04
bihar,2022,2,Others,661424,2475.41
bihar,2022,3,Merchant payments,198273336,1378736.16
bihar,2022,3,Peer-to-peer payments,192304951,6327471.87
bihar,2022,3,Recharge & bill payments,46044353,204177.91
bihar,2022,3,Financial Services,179533,1619.87
bihar,2022,3,Others,565212,2459.05
bihar,2022,4,Merchant payments,243777692,1729241.7
bihar,2022,4,Peer-to-peer payments,225487662,7398701.72
bihar,2022,4,Recharge & bill payments,47054083,227295.99
bihar,2022,4,Financial Services,205989,1992.08
bihar,2022,4,Others,559223,2890.0
bihar,2023,1,Merchant payments,251601655,1750532.66
bihar,2023,1,Peer-to-peer payments,245677870,8364280.49
bihar,2023,1,Recharge & bill payments,49781169,273722.39
bihar,2023,1,Financial Services,194601,1581.38
bihar,2023,1,Others,575900,2652.67
bihar,2023,2,Merchant payments,330603039,2144028.74
bihar,2023,2,Peer-to-peer payments,293616270,9801396.98
bihar,2023,2,Recharge & bill payments,58928748,310648.5
bihar,2023,2,Financial Services,211722,1903.66
bihar,2023,2,Others,573315,2489.58
bihar,2023,3,Merchant payments,361940401,2066482.03
bihar,2023,3,Peer-to-peer payments,311779356,9084463.23
bihar,2023,3,Recharge & bill payments,59732275,325655.14
bihar,2023,3,Financial Services,270376,2777.83
bihar,2023,3,Others,516343,2155.41
bihar,2023,4,Merchant payments,466122317,2736267.41
bihar,2023,4,Peer-to-peer payments,394813298,11214425.67
bihar,2023,4,Recharge & bill payments,62582448,390950.13
bihar,2023,4,Financial Services,333579,3425.6
bihar,2023,4,Others,575632,2289.28
bihar,2024,1,Merchant payments,548896156,3166626.39
bihar,2024,1,Peer-to-peer payments,456038110,12752051.76
bihar,2024,1,Recharge & bill payments,73038449,452436.3
bihar,2024,1,Financial Services,295689,4117.0
bihar,2024,1,Others,466379,2137.19
bihar,2024,2,Merchant payments,703589936,3854797.17
bihar,2024,2,Peer-to-peer payments,529387475,14523900.34
bihar,2024,2,Recharge & bill payments,80054155,482069.32
bihar,2024,2,Financial Services,386397,5230.8
bihar,2024,2,Others,470422,2468.02
chandigarh,2018,1,Recharge & bill payments,201262,474.8
chandigarh,2018,1,Peer-to-peer payments,135136,5279.99
chandigarh,2018,1,Merchant payments,21431,194.77
chandigarh,2018,1,Financial Services,8473,18.66
chandigarh,2018,1,Others,15593,166.14
chandigarh,2018,2,Recharge & bill payments,224548,767.23
chandigarh,2018,2,Peer-to-peer payments,194627,8352.96
chandigarh,2018,2,Merchant payments,34606,294.08
chandigarh,2018,2,Financial Services,11927,36.79
chandigarh,2018,2,Others,13376,161.16
chandigarh,2018,3,Peer-to-peer payments,295358,12176.18
chandigarh,2018,3,Recharge & bill payments,236445,1006.4
chandigarh,2018,3,Merchant payments,64998,375.61
chandigarh,2018,3,Financial Services,7642,13.02
chandigarh,2018,3,Others,12493,122.34
chandigarh,2018,4,Peer-to-peer payments,431461,17938.72
chandigarh,2018,4,Recharge & bill payments,310527,1281.3
chandigarh,2018,4,Merchant payments,135266,940.11
chandigarh,2018,4,Financial Services,10008,20.4
chandigarh,2018,4,Others,17854,145.39
chandigarh,2019,1,Peer-to-peer payments,689400,21238.67
chandigarh,2019,1,Recharge & bill payments,390610,1614.15
chandigarh,2019,1,Merchant payments,169984,972.3
chandigarh,2019,1,Financial Services,7412,9.17
chandigarh,2019,1,Others,17070,126.03
chandigarh,2019,2,Peer-to-peer payments,604849,23399.22
chandigarh,2019,2,Recharge & bill payments,342294,1856.59
chandigarh,2019,2,Merchant payments,277811,1527.67
chandigarh,2019,2,Financial Services,5590,8.4
chandigarh,2019,2,Others,21926,139.28
chandigarh,2019,3,Peer-to-peer payments,722233,28151.84
chandigarh,2019,3,Merchant payments,447069,2265.36
chandigarh,2019,3,Recharge & bill payments,308219,2138.85
chandigarh,2019,3,Financial Services,2447,7.95
chandigarh,2019,3,Others,26575,132.82
chandigarh,2019,4,Peer-to-peer payments,927850,35867.64
chandigarh,2019,4,Merchant payments,561630,3186.93
chandigarh,2019,4,Recharge & bill payments,338203,2376.96
chandigarh,2019,4,Financial Services,1911,6.54
chandigarh,2019,4,Others,21321,87.07
chandigarh,2020,1,Peer-to-peer payments,1087401,44213.73
chandigarh,2020,1,Merchant payments,764832,4381.94
chandigarh,2020,1,Recharge & bill payments,389851,2572.5
chandigarh,2020,1,Financial Services,1574,14.06
chandigarh,2020,1,Others,18853,82.31
chandigarh,2020,2,Peer-to-peer payments,766698,32930.6
chandigarh,2020,2,Merchant payments,390906,3314.23
chandigarh,2020,2,Recharge & bill payments,361577,2144.25
chandigarh,2020,2,Financial Services,1797,39.82
chandigarh,2020,2,Others,7032,41.25
chandigarh,2020,3,Peer-to-peer payments,981986,41783.46
chandigarh,2020,3,Merchant payments,796634,6042.71
chandigarh,2020,3,Recharge & bill payments,366353,2969.65
chandigarh,2020,3,Financial Services,2643,52.54
chandigarh,2020,3,Others,10470,49.72
chandigarh,2020,4,Merchant payments,1322026,9393.08
chandigarh,2020,4,Peer-to-peer payments,1159377,48723.19
chandigarh,2020,4,Recharge & bill payments,409997,3207.31
chandigarh,2020,4,Financial Services,3346,44.0
chandigarh,2020,4,Others,17970,100.05
chandigarh,2021,1,Merchant payments,1799072,12105.94
chandigarh,2021,1,Peer-to-peer payments,1472084,59164.67
chandigarh,2021,1,Recharge & bill payments,678396,4511.1
chandigarh,2021,1,Financial Services,5111,77.0
chandigarh,2021,1,Others,15574,105.49
chandigarh,2021,2,Merchant payments,1926913,13909.89
chandigarh,2021,2,Peer-to-peer payments,1663559,65411.32
chandigarh,2021,2,Recharge & bill payments,806710,4676.99
chandigarh,2021,2,Financial Services,5502,73.95
chandigarh,2021,2,Others,14863,104.58
chandigarh,2021,3,Merchant payments,3179506,22453.9
chandigarh,2021,3,Peer-to-peer payments,2434417,89278.68
chandigarh,2021,3,Recharge & bill payments,1008585,6204.38
chandigarh,2021,3,Financial Services,5700,79.61
chandigarh,2021,3,Others,21170,142.26
chandigarh,2021,4,Merchant payments,4056249,30410.39
chandigarh,2021,4,Peer-to-peer payments,2797561,106104.62
chandigarh,2021,4,Recharge & bill payments,1013153,6937.91
chandigarh,2021,4,Financial Services,7038,104.59
chandigarh,2021,4,Others,24902,178.33
chandigarh,2022,1,Merchant payments,4511757,32645.75
chandigarh,2022,1,Peer-to-peer payments,3012464,111507.01
chandigarh,2022,1,Recharge & bill payments,1046187,7313.48
chandigarh,2022,1,Financial Services,7228,135.39
chandigarh,2022,1,Others,22855,148.29
chandigarh,2022,2,Merchant payments,6136803,39193.72
chandigarh,2022,2,Peer-to-peer payments,3489382,125492.48
chandigarh,2022,2,Recharge & bill payments,1119367,7929.57
chandigarh,2022,2,Financial Services,6673,89.44
chandigarh,2022,2,Others,20264,129.79
chandigarh,2022,3,Merchant payments,7665907,47139.73
chandigarh,2022,3,Peer-to-peer payments,4423590,147881.79
chandigarh,2022,3,Recharge & bill payments,1360342,10335.31
chandigarh,2022,3,Financial Services,8868,99.19
chandigarh,2022,3,Others,19466,141.57
chandigarh,2022,4,Merchant payments,10170372,65703.36
chandigarh,2022,4,Peer-to-peer payments,5951989,200136.21
chandigarh,2022,4,Recharge & bill payments,1749647,12676.54
chandigarh,2022,4,Financial Services,10778,120.01
chandigarh,2022,4,Others,22054,161.42
chandigarh,2023,1,Merchant payments,6460913,33749.31
chandigarh,2023,1,Peer-to-peer payments,2634119,86235.72
chandigarh,2023,1,Recharge & bill payments,700479,8038.31
chandigarh,2023,1,Financial Services,8163,125.27
chandigarh,2023,1,Others,11931,100.32
chandigarh,2023,2,Merchant payments,7747501,38209.64
chandigarh,2023,2,Peer-to-peer payments,3048793,97269.61
chandigarh,2023,2,Recharge & bill payments,737650,8451.6
chandigarh,2023,2,Financial Services,8262,117.24
chandigarh,2023,2,Others,11481,96.01
chandigarh,2023,3,Merchant payments,8849667,43394.38
chandigarh,2023,3,Peer-to-peer payments,3410620,101820.27
chandigarh,2023,3,Recharge & bill payments,771020,8772.83
chandigarh,2023,3,Financial Services,10756,195.16
chandigarh,2023,3,Others,10102,85.19
chandigarh,2023,4,Merchant payments,9052694,47714.66
chandigarh,2023,4,Peer-to-peer payments,3480727,105315.9
chandigarh,2023,4,Recharge & bill payments,725553,9442.49
chandigarh,2023,4,Financial Services,10241,217.58
chandigarh,2023,4,Others,10863,121.59
chandigarh,2024,1,Merchant payments,8982305,46621.87
chandigarh,2024,1,Peer-to-peer payments,3414122,101682.59
chandigarh,2024,1,Recharge & bill payments,735766,9786.32
chandigarh,2024,1,Financial Services,10909,218.82
chandigarh,2024,1,Others,12071,112.17
chandigarh,2024,2,Merchant payments,11201413,54123.96
chandigarh,2024,2,Peer-to-peer payments,3948610,111235.55
chandigarh,2024,2,Recharge & bill payments,759642,9768.97
chandigarh,2024,2,Financial Services,15209,262.07
chandigarh,2024,2,Others,16099,178.49
chhattisgarh,2018,1,Recharge & bill payments,1177618,2065.19
chhattisgarh,2018,1,Peer-to-peer payments,550697,18382.38
chhattisgarh,2018,1,Merchant payments,42411,397.08
chhattisgarh,2018,1,Financial Services,33002,73.51
chhattisgarh,2018,1,Others,87786,573.39
chhattisgarh,2018,2,Recharge & bill payments,1643461,3517.1
chhattisgarh,2018,2,Peer-to-peer payments,933066,37031.15
chhattisgarh,2018,2,Merchant payments,118438,1299.68
chhattisgarh,2018,2,Financial Services,40299,94.06
chhattisgarh,2018,2,Others,80892,699.73
chhattisgarh,2018,3,Recharge & bill payments,1911374,4434.61
chhattisgarh,2018,3,Peer-to-peer payments,1619886,56479.49
chhattisgarh,2018,3,Merchant payments,220572,1453.42
chhattisgarh,2018,3,Financial Services,31927,61.95
chhattisgarh,2018,3,Others,75845,593.6
chhattisgarh,2018,4,Recharge & bill payments,2438959,5545.14
chhattisgarh,2018,4,Peer-to-peer payments,2342713,84501.05
chhattisgarh,2018,4,Merchant payments,458091,3318.43
chhattisgarh,2018,4,Financial Services,42199,97.1
chhattisgarh,2018,4,Others,83882,702.4
chhattisgarh,2019,1,Peer-to-peer payments,4068056,114173.66
chhattisgarh,2019,1,Recharge & bill payments,2997095,6794.59
chhattisgarh,2019,1,Merchant payments,710047,3747.36
chhattisgarh,2019,1,Financial Services,33835,50.75
chhattisgarh,2019,1,Others,78636,679.2
chhattisgarh,2019,2,Peer-to-peer payments,4350167,154100.38
chhattisgarh,2019,2,Recharge & bill payments,3435305,8557.53
chhattisgarh,2019,2,Merchant payments,1483870,6544.12
chhattisgarh,2019,2,Financial Services,22563,42.38
chhattisgarh,2019,2,Others,98040,779.15
chhattisgarh,2019,3,Peer-to-peer payments,5021844,175846.3
chhattisgarh,2019,3,Recharge & bill payments,4335851,10694.69
chhattisgarh,2019,3,Merchant payments,2772084,10742.56
chhattisgarh,2019,3,Financial Services,16452,45.43
chhattisgarh,2019,3,Others,96880,703.62
chhattisgarh,2019,4,Peer-to-peer payments,7241974,241120.76
chhattisgarh,2019,4,Recharge & bill payments,5112337,12573.71
chhattisgarh,2019,4,Merchant payments,3852716,17209.31
chhattisgarh,2019,4,Financial Services,14974,46.66
chhattisgarh,2019,4,Others,83757,487.45
chhattisgarh,2020,1,Peer-to-peer payments,8109789,287238.55
chhattisgarh,2020,1,Recharge & bill payments,6400067,16889.95
chhattisgarh,2020,1,Merchant payments,4923214,23938.12
chhattisgarh,2020,1,Financial Services,12424,73.79
chhattisgarh,2020,1,Others,78497,465.57
chhattisgarh,2020,2,Recharge & bill payments,8366200,25043.56
chhattisgarh,2020,2,Peer-to-peer payments,7216219,273518.1
chhattisgarh,2020,2,Merchant payments,3158417,23612.52
chhattisgarh,2020,2,Financial Services,19986,178.14
chhattisgarh,2020,2,Others,60103,331.5
chhattisgarh,2020,3,Peer-to-peer payments,9734445,346611.66
chhattisgarh,2020,3,Recharge & bill payments,8705513,27907.2
chhattisgarh,2020,3,Merchant payments,5591916,39901.79
chhattisgarh,2020,3,Financial Services,34893,391.41
chhattisgarh,2020,3,Others,81772,455.38
