State,Year,Quarter,Brands,Count,Percentage
delhi,2021,2,Xiaomi,2731995,24.0
delhi,2021,2,Samsung,2070161,19.0
delhi,2021,2,Vivo,2011494,18.0
delhi,2021,2,Oppo,1432860,13.0
delhi,2021,2,Realme,596308,5.0
delhi,2021,2,Apple,591905,5.0
delhi,2021,2,OnePlus,291216,3.0
delhi,2021,2,Motorola,252565,2.0
delhi,2021,2,Huawei,176234,2.0
delhi,2021,2,Lenovo,134680,1.0
delhi,2021,2,Others,893281,8.0
delhi,2021,3,Xiaomi,2897206,24.0
delhi,2021,3,Vivo,2220413,19.0
delhi,2021,3,Samsung,2149622,18.0
delhi,2021,3,Oppo,1566918,13.0
delhi,2021,3,Realme,707377,6.0
delhi,2021,3,Apple,631640,5.0
delhi,2021,3,OnePlus,331920,3.0
delhi,2021,3,Motorola,250528,2.0
delhi,2021,3,Huawei,172290,1.0
delhi,2021,3,Tecno,148235,1.0
delhi,2021,3,Others,903912,8.0
delhi,2021,4,Xiaomi,3028207,24.0
delhi,2021,4,Vivo,2413197,19.0
delhi,2021,4,Samsung,2238115,18.0
delhi,2021,4,Oppo,1697646,13.0
delhi,2021,4,Realme,840595,7.0
delhi,2021,4,Apple,705541,6.0
delhi,2021,4,OnePlus,369158,3.0
delhi,2021,4,Motorola,250976,2.0
delhi,2021,4,Tecno,176336,1.0
delhi,2021,4,Huawei,166930,1.0
delhi,2021,4,Others,898426,7.0
delhi,2022,1,Xiaomi,3155264,23.0
delhi,2022,1,Vivo,2586749,19.0
delhi,2022,1,Samsung,2320460,17.0
delhi,2022,1,Oppo,1817979,13.0
delhi,2022,1,Realme,964540,7.0
delhi,2022,1,Apple,761100,6.0
delhi,2022,1,OnePlus,404741,3.0
delhi,2022,1,Motorola,252427,2.0
delhi,2022,1,Tecno,206904,2.0
delhi,2022,1,Huawei,164421,1.0
delhi,2022,1,Others,904612,7.0
goa,2018,1,Xiaomi,23388,25.0
goa,2018,1,Samsung,19288,21.0
goa,2018,1,Vivo,8719,9.0
goa,2018,1,Oppo,6969,8.0
goa,2018,1,Apple,5957,6.0
goa,2018,1,OnePlus,5457,6.0
goa,2018,1,Motorola,4236,5.0
goa,2018,1,Realme,4094,4.0
goa,2018,1,Lenovo,2542,3.0
goa,2018,1,Huawei,1595,2.0
goa,2018,1,Others,9691,11.0
goa,2018,2,Xiaomi,31481,26.0
goa,2018,2,Samsung,25483,21.0
goa,2018,2,Vivo,12317,10.0
goa,2018,2,Oppo,9547,8.0
goa,2018,2,Apple,7433,6.0
goa,2018,2,OnePlus,6696,5.0
goa,2018,2,Motorola,5508,5.0
goa,2018,2,Realme,5427,4.0
goa,2018,2,Lenovo,3352,3.0
goa,2018,2,Huawei,2237,2.0
goa,2018,2,Others,12693,10.0
goa,2018,3,Xiaomi,39803,26.0
goa,2018,3,Samsung,32023,21.0
goa,2018,3,Vivo,16778,11.0
goa,2018,3,Oppo,12470,8.0
goa,2018,3,Apple,8815,6.0
goa,2018,3,OnePlus,7931,5.0
goa,2018,3,Realme,6878,4.0
goa,2018,3,Motorola,6674,4.0
goa,2018,3,Lenovo,3860,3.0
goa,2018,3,Huawei,3053,2.0
goa,2018,3,Others,15517,10.0
goa,2018,4,Xiaomi,50867,26.0
goa,2018,4,Samsung,40683,21.0
goa,2018,4,Vivo,22715,12.0
goa,2018,4,Oppo,16672,9.0
goa,2018,4,Apple,10884,6.0
goa,2018,4,OnePlus,9442,5.0
goa,2018,4,Realme,8708,4.0
goa,2018,4,Motorola,8176,4.0
goa,2018,4,Lenovo,4769,2.0
goa,2018,4,Huawei,3965,2.0
goa,2018,4,Others,18469,9.0
goa,2019,1,Xiaomi,62065,26.0
goa,2019,1,Samsung,49562,21.0
goa,2019,1,Vivo,29218,12.0
goa,2019,1,Oppo,20988,9.0
goa,2019,1,Apple,12909,5.0
goa,2019,1,OnePlus,10892,5.0
goa,2019,1,Realme,10545,4.0
goa,2019,1,Motorola,9355,4.0
goa,2019,1,Lenovo,5440,2.0
goa,2019,1,Huawei,5049,2.0
goa,2019,1,Others,22129,9.0
goa,2019,2,Xiaomi,72286,26.0
goa,2019,2,Samsung,58572,21.0
goa,2019,2,Vivo,35425,13.0
goa,2019,2,Oppo,25325,9.0
goa,2019,2,Apple,14770,5.0
goa,2019,2,Realme,12215,4.0
goa,2019,2,OnePlus,12033,4.0
goa,2019,2,Motorola,10716,4.0
goa,2019,2,Lenovo,6125,2.0
goa,2019,2,Huawei,5990,2.0
goa,2019,2,Others,25483,9.0
goa,2019,3,Xiaomi,81621,26.0
goa,2019,3,Samsung,66756,21.0
goa,2019,3,Vivo,41691,13.0
goa,2019,3,Oppo,29561,9.0
goa,2019,3,Apple,16481,5.0
goa,2019,3,Realme,14157,4.0
goa,2019,3,OnePlus,13220,4.0
goa,2019,3,Motorola,11738,4.0
goa,2019,3,Huawei,6882,2.0
goa,2019,3,Lenovo,6410,2.0
goa,2019,3,Others,28677,9.0
goa,2019,4,Xiaomi,90791,26.0
goa,2019,4,Samsung,74339,21.0
goa,2019,4,Vivo,48072,14.0
goa,2019,4,Oppo,34061,10.0
goa,2019,4,Apple,17817,5.0
goa,2019,4,Realme,16393,5.0
goa,2019,4,OnePlus,14159,4.0
goa,2019,4,Motorola,12521,4.0
goa,2019,4,Huawei,7674,2.0
goa,2019,4,Lenovo,6696,2.0
goa,2019,4,Others,31023,9.0
goa,2020,1,Xiaomi,100364,26.0
goa,2020,1,Samsung,82358,21.0
goa,2020,1,Vivo,54965,14.0
goa,2020,1,Oppo,38778,10.0
goa,2020,1,Apple,19244,5.0
goa,2020,1,Realme,18803,5.0
goa,2020,1,OnePlus,14926,4.0
goa,2020,1,Motorola,13118,3.0
goa,2020,1,Huawei,8459,2.0
goa,2020,1,Lenovo,7167,2.0
goa,2020,1,Others,33718,9.0
goa,2020,2,Xiaomi,109624,25.0
goa,2020,2,Samsung,90927,21.0
goa,2020,2,Vivo,61868,14.0
goa,2020,2,Oppo,43887,10.0
goa,2020,2,Realme,21236,5.0
goa,2020,2,Apple,20388,5.0
goa,2020,2,OnePlus,15482,4.0
goa,2020,2,Motorola,13908,3.0
goa,2020,2,Huawei,9221,2.0
goa,2020,2,Lenovo,7481,2.0
goa,2020,2,Others,36617,9.0
goa,2020,3,Xiaomi,119983,25.0
goa,2020,3,Samsung,101577,21.0
goa,2020,3,Vivo,69991,15.0
goa,2020,3,Oppo,49411,10.0
goa,2020,3,Realme,24328,5.0
goa,2020,3,Apple,21967,5.0
goa,2020,3,OnePlus,16389,3.0
goa,2020,3,Motorola,14656,3.0
goa,2020,3,Huawei,9964,2.0
goa,2020,3,Lenovo,7790,2.0
goa,2020,3,Others,38906,8.0
goa,2020,4,Xiaomi,132099,25.0
goa,2020,4,Samsung,114296,22.0
goa,2020,4,Vivo,78921,15.0
goa,2020,4,Oppo,55468,11.0
goa,2020,4,Realme,28000,5.0
goa,2020,4,Apple,24214,5.0
goa,2020,4,OnePlus,17571,3.0
goa,2020,4,Motorola,15500,3.0
goa,2020,4,Huawei,10821,2.0
goa,2020,4,Lenovo,8172,2.0
goa,2020,4,Others,42522,8.0
goa,2021,1,Xiaomi,142193,25.0
goa,2021,1,Samsung,123133,22.0
goa,2021,1,Vivo,87010,15.0
goa,2021,1,Oppo,60381,11.0
goa,2021,1,Realme,31824,6.0
goa,2021,1,Apple,26139,5.0
goa,2021,1,OnePlus,18577,3.0
goa,2021,1,Motorola,15944,3.0
goa,2021,1,Huawei,11414,2.0
goa,2021,1,Lenovo,8178,1.0
goa,2021,1,Others,45242,8.0
goa,2021,2,Xiaomi,152107,25.0
goa,2021,2,Samsung,129938,21.0
goa,2021,2,Vivo,94216,15.0
goa,2021,2,Oppo,64685,11.0
goa,2021,2,Realme,37973,6.0
goa,2021,2,Apple,28049,5.0
goa,2021,2,OnePlus,19803,3.0
goa,2021,2,Motorola,15937,3.0
goa,2021,2,Huawei,11315,2.0
goa,2021,2,Lenovo,7861,1.0
goa,2021,2,Others,47222,8.0
goa,2021,3,Xiaomi,163235,25.0
goa,2021,3,Samsung,135615,21.0
goa,2021,3,Vivo,103139,16.0
goa,2021,3,Oppo,69841,11.0
goa,2021,3,Realme,45087,7.0
goa,2021,3,Apple,29989,5.0
goa,2021,3,OnePlus,22136,3.0
goa,2021,3,Motorola,15824,2.0
goa,2021,3,Huawei,11214,2.0
goa,2021,3,Tecno,7719,1.0
goa,2021,3,Others,49659,8.0
goa,2021,4,Xiaomi,172749,25.0
goa,2021,4,Samsung,141066,20.0
goa,2021,4,Vivo,110824,16.0
goa,2021,4,Oppo,75088,11.0
goa,2021,4,Realme,53598,8.0
goa,2021,4,Apple,33398,5.0
goa,2021,4,OnePlus,24355,3.0
goa,2021,4,Motorola,16068,2.0
goa,2021,4,Huawei,10899,2.0
goa,2021,4,Tecno,9081,1.0
goa,2021,4,Others,50052,7.0
goa,2022,1,Xiaomi,181266,25.0
goa,2022,1,Samsung,146487,20.0
goa,2022,1,Vivo,118448,16.0
goa,2022,1,Oppo,80145,11.0
goa,2022,1,Realme,60870,8.0
goa,2022,1,Apple,36235,5.0
goa,2022,1,OnePlus,26283,4.0
goa,2022,1,Motorola,16125,2.0
goa,2022,1,Huawei,10823,1.0
goa,2022,1,Tecno,10780,1.0
goa,2022,1,Others,51166,7.0
gujarat,2018,1,Xiaomi,655082,24.0
gujarat,2018,1,Samsung,589816,22.0
gujarat,2018,1,Vivo,424397,16.0
gujarat,2018,1,Oppo,297896,11.0
gujarat,2018,1,Apple,124833,5.0
gujarat,2018,1,Realme,107796,4.0
gujarat,2018,1,OnePlus,85786,3.0
gujarat,2018,1,Lenovo,74654,3.0
gujarat,2018,1,Motorola,65692,2.0
gujarat,2018,1,Huawei,32104,1.0
gujarat,2018,1,Others,231992,9.0
gujarat,2018,2,Xiaomi,877057,25.0
gujarat,2018,2,Samsung,771605,22.0
gujarat,2018,2,Vivo,588311,16.0
gujarat,2018,2,Oppo,406366,11.0
gujarat,2018,2,Apple,158941,4.0
gujarat,2018,2,Realme,139735,4.0
gujarat,2018,2,OnePlus,104673,3.0
gujarat,2018,2,Lenovo,94848,3.0
gujarat,2018,2,Motorola,82342,2.0
gujarat,2018,2,Huawei,42387,1.0
gujarat,2018,2,Others,299560,8.0
gujarat,2018,3,Xiaomi,1090580,25.0
gujarat,2018,3,Samsung,952941,21.0
gujarat,2018,3,Vivo,773925,17.0
gujarat,2018,3,Oppo,521622,12.0
gujarat,2018,3,Apple,186759,4.0
gujarat,2018,3,Realme,171742,4.0
gujarat,2018,3,OnePlus,121797,3.0
gujarat,2018,3,Lenovo,107576,2.0
gujarat,2018,3,Motorola,95285,2.0
gujarat,2018,3,Huawei,53733,1.0
gujarat,2018,3,Others,357223,8.0
gujarat,2018,4,Xiaomi,1363826,24.0
gujarat,2018,4,Samsung,1194869,21.0
gujarat,2018,4,Vivo,1025717,18.0
gujarat,2018,4,Oppo,679260,12.0
gujarat,2018,4,Apple,230209,4.0
gujarat,2018,4,Realme,212094,4.0
gujarat,2018,4,OnePlus,145412,3.0
gujarat,2018,4,Lenovo,127399,2.0
gujarat,2018,4,Motorola,112287,2.0
gujarat,2018,4,Huawei,68005,1.0
gujarat,2018,4,Others,419962,8.0
gujarat,2019,1,Xiaomi,1611706,24.0
gujarat,2019,1,Samsung,1419211,21.0
gujarat,2019,1,Vivo,1271697,19.0
gujarat,2019,1,Oppo,837507,13.0
gujarat,2019,1,Apple,266733,4.0
gujarat,2019,1,Realme,248960,4.0
gujarat,2019,1,OnePlus,164369,2.0
gujarat,2019,1,Lenovo,143180,2.0
gujarat,2019,1,Motorola,124721,2.0
gujarat,2019,1,Huawei,81525,1.0
gujarat,2019,1,Others,482927,7.0
gujarat,2019,2,Xiaomi,1819154,24.0
gujarat,2019,2,Samsung,1612210,21.0
gujarat,2019,2,Vivo,1487567,20.0
gujarat,2019,2,Oppo,976688,13.0
gujarat,2019,2,Apple,301303,4.0
gujarat,2019,2,Realme,281975,4.0
gujarat,2019,2,OnePlus,180243,2.0
gujarat,2019,2,Lenovo,158443,2.0
gujarat,2019,2,Motorola,134995,2.0
gujarat,2019,2,Huawei,92218,1.0
gujarat,2019,2,Others,529849,7.0
gujarat,2019,3,Xiaomi,2007322,24.0
gujarat,2019,3,Samsung,1784247,21.0
gujarat,2019,3,Vivo,1706171,20.0
gujarat,2019,3,Oppo,1111618,13.0
gujarat,2019,3,Apple,330663,4.0
gujarat,2019,3,Realme,318122,4.0
gujarat,2019,3,OnePlus,194687,2.0
gujarat,2019,3,Lenovo,161748,2.0
gujarat,2019,3,Motorola,141326,2.0
gujarat,2019,3,Huawei,102241,1.0
gujarat,2019,3,Others,571154,7.0
gujarat,2019,4,Xiaomi,2194279,24.0
gujarat,2019,4,Samsung,1961599,21.0
gujarat,2019,4,Vivo,1944394,21.0
gujarat,2019,4,Oppo,1262789,14.0
gujarat,2019,4,Realme,362885,4.0
gujarat,2019,4,Apple,353958,4.0
gujarat,2019,4,OnePlus,206534,2.0
gujarat,2019,4,Lenovo,169920,2.0
gujarat,2019,4,Motorola,147476,2.0
gujarat,2019,4,Huawei,111054,1.0
gujarat,2019,4,Others,608911,7.0
gujarat,2020,1,Xiaomi,2375291,23.0
gujarat,2020,1,Vivo,2206536,22.0
gujarat,2020,1,Samsung,2139753,21.0
gujarat,2020,1,Oppo,1429059,14.0
gujarat,2020,1,Realme,411217,4.0
gujarat,2020,1,Apple,377075,4.0
gujarat,2020,1,OnePlus,216733,2.0
gujarat,2020,1,Lenovo,183981,2.0
gujarat,2020,1,Motorola,152517,1.0
gujarat,2020,1,Huawei,119412,1.0
gujarat,2020,1,Others,648269,6.0
gujarat,2020,2,Xiaomi,2596510,23.0
gujarat,2020,2,Vivo,2517289,22.0
gujarat,2020,2,Samsung,2358840,21.0
gujarat,2020,2,Oppo,1638925,14.0
gujarat,2020,2,Realme,464677,4.0
gujarat,2020,2,Apple,399962,4.0
gujarat,2020,2,OnePlus,225499,2.0
gujarat,2020,2,Lenovo,199446,2.0
gujarat,2020,2,Motorola,159087,1.0
gujarat,2020,2,Huawei,128197,1.0
gujarat,2020,2,Others,704225,6.0
gujarat,2020,3,Vivo,2833786,23.0
gujarat,2020,3,Xiaomi,2792901,22.0
gujarat,2020,3,Samsung,2570866,21.0
gujarat,2020,3,Oppo,1827108,15.0
gujarat,2020,3,Realme,525717,4.0
gujarat,2020,3,Apple,425591,3.0
gujarat,2020,3,OnePlus,236755,2.0
gujarat,2020,3,Lenovo,211958,2.0
gujarat,2020,3,Motorola,164618,1.0
gujarat,2020,3,Huawei,135946,1.0
gujarat,2020,3,Others,742601,6.0
gujarat,2020,4,Vivo,3159752,23.0
gujarat,2020,4,Xiaomi,2998305,22.0
gujarat,2020,4,Samsung,2800655,21.0
gujarat,2020,4,Oppo,2016643,15.0
gujarat,2020,4,Realme,592948,4.0
gujarat,2020,4,Apple,456563,3.0
gujarat,2020,4,OnePlus,249222,2.0
gujarat,2020,4,Lenovo,223106,2.0
gujarat,2020,4,Motorola,170289,1.0
gujarat,2020,4,Huawei,144035,1.0
gujarat,2020,4,Others,793685,6.0
gujarat,2021,1,Vivo,3492512,24.0
gujarat,2021,1,Xiaomi,3197714,22.0
gujarat,2021,1,Samsung,2987011,20.0
gujarat,2021,1,Oppo,2188804,15.0
gujarat,2021,1,Realme,666628,5.0
gujarat,2021,1,Apple,489078,3.0
gujarat,2021,1,OnePlus,264150,2.0
gujarat,2021,1,Lenovo,224880,2.0
gujarat,2021,1,Motorola,174216,1.0
gujarat,2021,1,Huawei,149907,1.0
gujarat,2021,1,Others,835226,6.0
gujarat,2021,2,Vivo,3834323,24.0
gujarat,2021,2,Xiaomi,3362430,21.0
gujarat,2021,2,Samsung,3154317,20.0
gujarat,2021,2,Oppo,2364362,15.0
gujarat,2021,2,Realme,790357,5.0
gujarat,2021,2,Apple,529166,3.0
gujarat,2021,2,OnePlus,293085,2.0
gujarat,2021,2,Lenovo,218253,1.0
gujarat,2021,2,Motorola,173429,1.0
gujarat,2021,2,Huawei,146703,1.0
gujarat,2021,2,Others,869556,6.0
gujarat,2021,3,Vivo,4261214,25.0
gujarat,2021,3,Xiaomi,3544088,21.0
gujarat,2021,3,Samsung,3267319,19.0
gujarat,2021,3,Oppo,2580826,15.0
gujarat,2021,3,Realme,932371,6.0
gujarat,2021,3,Apple,569577,3.0
gujarat,2021,3,OnePlus,345805,2.0
gujarat,2021,3,Lenovo,210237,1.0
gujarat,2021,3,Motorola,172358,1.0
gujarat,2021,3,Tecno,161791,1.0
gujarat,2021,3,Others,901175,5.0
gujarat,2021,4,Vivo,4645259,26.0
gujarat,2021,4,Xiaomi,3700589,20.0
gujarat,2021,4,Samsung,3390165,19.0
gujarat,2021,4,Oppo,2791203,15.0
gujarat,2021,4,Realme,1116664,6.0
gujarat,2021,4,Apple,635160,4.0
gujarat,2021,4,OnePlus,397948,2.0
gujarat,2021,4,Lenovo,199946,1.0
gujarat,2021,4,Tecno,187064,1.0
gujarat,2021,4,Motorola,174499,1.0
gujarat,2021,4,Others,900704,5.0
gujarat,2022,1,Vivo,4996272,26.0
gujarat,2022,1,Xiaomi,3842766,20.0
gujarat,2022,1,Samsung,3511762,18.0
gujarat,2022,1,Oppo,2996365,16.0
gujarat,2022,1,Realme,1272108,7.0
gujarat,2022,1,Apple,693504,4.0
gujarat,2022,1,OnePlus,441053,2.0
gujarat,2022,1,Tecno,223305,1.0
gujarat,2022,1,Lenovo,203354,1.0
gujarat,2022,1,Motorola,174739,1.0
gujarat,2022,1,Others,910086,5.0
haryana,2018,1,Xiaomi,444407,24.0
haryana,2018,1,Samsung,394835,21.0
haryana,2018,1,Vivo,256267,14.0
haryana,2018,1,Oppo,192587,10.0
haryana,2018,1,Apple,100085,5.0
haryana,2018,1,Realme,89281,5.0
haryana,2018,1,OnePlus,55486,3.0
haryana,2018,1,Motorola,53420,3.0
haryana,2018,1,Lenovo,34977,2.0
haryana,2018,1,Huawei,29629,2.0
haryana,2018,1,Others,196383,11.0
haryana,2018,2,Xiaomi,599986,25.0
haryana,2018,2,Samsung,516011,21.0
haryana,2018,2,Vivo,351564,14.0
haryana,2018,2,Oppo,260510,11.0
haryana,2018,2,Apple,127528,5.0
haryana,2018,2,Realme,116691,5.0
haryana,2018,2,Motorola,68775,3.0
haryana,2018,2,OnePlus,67358,3.0
haryana,2018,2,Lenovo,44001,2.0
haryana,2018,2,Huawei,39423,2.0
haryana,2018,2,Others,255374,10.0
haryana,2018,3,Xiaomi,751015,25.0
haryana,2018,3,Samsung,630157,21.0
haryana,2018,3,Vivo,451732,15.0
haryana,2018,3,Oppo,328450,11.0
haryana,2018,3,Apple,152459,5.0
haryana,2018,3,Realme,143729,5.0
haryana,2018,3,Motorola,81942,3.0
haryana,2018,3,OnePlus,79279,3.0
haryana,2018,3,Huawei,50399,2.0
haryana,2018,3,Lenovo,49707,2.0
haryana,2018,3,Others,301529,10.0
haryana,2018,4,Xiaomi,948615,25.0
haryana,2018,4,Samsung,785842,21.0
haryana,2018,4,Vivo,591623,16.0
haryana,2018,4,Oppo,427382,11.0
haryana,2018,4,Apple,187472,5.0
haryana,2018,4,Realme,179167,5.0
haryana,2018,4,Motorola,98841,3.0
haryana,2018,4,OnePlus,93582,2.0
haryana,2018,4,Huawei,65203,2.0
haryana,2018,4,Lenovo,59641,2.0
haryana,2018,4,Others,355711,9.0
haryana,2019,1,Xiaomi,1136307,25.0
haryana,2019,1,Samsung,934852,21.0
haryana,2019,1,Vivo,732478,16.0
haryana,2019,1,Oppo,527926,12.0
haryana,2019,1,Apple,216144,5.0
haryana,2019,1,Realme,213023,5.0
haryana,2019,1,Motorola,111982,2.0
haryana,2019,1,OnePlus,105006,2.0
haryana,2019,1,Huawei,80507,2.0
haryana,2019,1,Lenovo,67191,1.0
haryana,2019,1,Others,413351,9.0
haryana,2019,2,Xiaomi,1301537,25.0
haryana,2019,2,Samsung,1060392,20.0
haryana,2019,2,Vivo,854882,17.0
haryana,2019,2,Oppo,615320,12.0
haryana,2019,2,Realme,244076,5.0
haryana,2019,2,Apple,243241,5.0
haryana,2019,2,Motorola,122500,2.0
haryana,2019,2,OnePlus,114507,2.0
haryana,2019,2,Huawei,92344,2.0
haryana,2019,2,Lenovo,72976,1.0
haryana,2019,2,Others,456255,9.0
haryana,2019,3,Xiaomi,1453801,25.0
haryana,2019,3,Samsung,1177753,20.0
haryana,2019,3,Vivo,977699,17.0
haryana,2019,3,Oppo,699529,12.0
haryana,2019,3,Realme,278941,5.0
haryana,2019,3,Apple,268393,5.0
haryana,2019,3,Motorola,129804,2.0
haryana,2019,3,OnePlus,123917,2.0
haryana,2019,3,Huawei,103942,2.0
haryana,2019,3,Lenovo,73965,1.0
haryana,2019,3,Others,496008,9.0
haryana,2019,4,Xiaomi,1597800,25.0
haryana,2019,4,Samsung,1285177,20.0
haryana,2019,4,Vivo,1103105,17.0
haryana,2019,4,Oppo,785251,12.0
haryana,2019,4,Realme,319391,5.0
haryana,2019,4,Apple,288206,5.0
haryana,2019,4,Motorola,136766,2.0
haryana,2019,4,OnePlus,130817,2.0
haryana,2019,4,Huawei,113928,2.0
haryana,2019,4,Lenovo,76631,1.0
haryana,2019,4,Others,529607,8.0
haryana,2020,1,Xiaomi,1753322,25.0
haryana,2020,1,Samsung,1400065,20.0
haryana,2020,1,Vivo,1250165,18.0
haryana,2020,1,Oppo,881733,13.0
haryana,2020,1,Realme,364011,5.0
haryana,2020,1,Apple,308315,4.0
haryana,2020,1,Motorola,143514,2.0
haryana,2020,1,OnePlus,137007,2.0
haryana,2020,1,Huawei,123916,2.0
haryana,2020,1,Lenovo,80705,1.0
haryana,2020,1,Others,576017,8.0
haryana,2020,2,Xiaomi,1914791,25.0
haryana,2020,2,Samsung,1520490,20.0
haryana,2020,2,Vivo,1398622,18.0
haryana,2020,2,Oppo,984512,13.0
haryana,2020,2,Realme,407778,5.0
haryana,2020,2,Apple,326534,4.0
haryana,2020,2,Motorola,151138,2.0
haryana,2020,2,OnePlus,142338,2.0
haryana,2020,2,Huawei,133152,2.0
haryana,2020,2,Lenovo,83928,1.0
haryana,2020,2,Others,619595,8.0
haryana,2020,3,Xiaomi,2075024,25.0
haryana,2020,3,Samsung,1655037,20.0
haryana,2020,3,Vivo,1573430,19.0
haryana,2020,3,Oppo,1092131,13.0
haryana,2020,3,Realme,459785,5.0
haryana,2020,3,Apple,348330,4.0
haryana,2020,3,Motorola,158324,2.0
haryana,2020,3,OnePlus,149108,2.0
haryana,2020,3,Huawei,142260,2.0
haryana,2020,3,Lenovo,87838,1.0
haryana,2020,3,Others,657549,8.0
haryana,2020,4,Xiaomi,2236661,24.0
haryana,2020,4,Samsung,1795147,20.0
haryana,2020,4,Vivo,1744266,19.0
haryana,2020,4,Oppo,1196039,13.0
haryana,2020,4,Realme,514733,6.0
haryana,2020,4,Apple,374080,4.0
haryana,2020,4,Motorola,165075,2.0
haryana,2020,4,OnePlus,156430,2.0
haryana,2020,4,Huawei,151226,2.0
haryana,2020,4,Lenovo,91990,1.0
haryana,2020,4,Others,704226,8.0
haryana,2021,1,Xiaomi,2382996,24.0
haryana,2021,1,Vivo,1922898,20.0
haryana,2021,1,Samsung,1913165,19.0
haryana,2021,1,Oppo,1300515,13.0
haryana,2021,1,Realme,577867,6.0
haryana,2021,1,Apple,401563,4.0
haryana,2021,1,Motorola,169504,2.0
haryana,2021,1,OnePlus,165335,2.0
haryana,2021,1,Huawei,157570,2.0
haryana,2021,1,Lenovo,92713,1.0
haryana,2021,1,Others,743779,8.0
haryana,2021,2,Xiaomi,2505880,24.0
haryana,2021,2,Vivo,2114734,20.0
haryana,2021,2,Samsung,2016108,19.0
haryana,2021,2,Oppo,1416092,13.0
haryana,2021,2,Realme,673053,6.0
haryana,2021,2,Apple,434298,4.0
haryana,2021,2,OnePlus,181344,2.0
haryana,2021,2,Motorola,169562,2.0
haryana,2021,2,Huawei,154484,1.0
haryana,2021,2,Tecno,108879,1.0
haryana,2021,2,Others,756160,7.0
haryana,2021,3,Xiaomi,2638176,23.0
haryana,2021,3,Vivo,2357220,21.0
haryana,2021,3,Samsung,2089070,18.0
haryana,2021,3,Oppo,1560205,14.0
haryana,2021,3,Realme,781719,7.0
haryana,2021,3,Apple,467144,4.0
haryana,2021,3,OnePlus,210246,2.0
haryana,2021,3,Motorola,168742,1.0
haryana,2021,3,Huawei,153598,1.0
haryana,2021,3,Tecno,134477,1.0
haryana,2021,3,Others,764739,7.0
haryana,2021,4,Xiaomi,2742821,23.0
haryana,2021,4,Vivo,2569078,21.0
haryana,2021,4,Samsung,2176063,18.0
haryana,2021,4,Oppo,1697572,14.0
haryana,2021,4,Realme,916660,8.0
haryana,2021,4,Apple,529430,4.0
haryana,2021,4,OnePlus,238331,2.0
haryana,2021,4,Motorola,170147,1.0
haryana,2021,4,Tecno,156987,1.0
haryana,2021,4,Huawei,147354,1.0
haryana,2021,4,Others,771996,6.0
haryana,2022,1,Xiaomi,2837979,22.0
haryana,2022,1,Vivo,2767906,22.0
haryana,2022,1,Samsung,2259241,18.0
haryana,2022,1,Oppo,1825605,14.0
haryana,2022,1,Realme,1043668,8.0
haryana,2022,1,Apple,578053,4.0
haryana,2022,1,OnePlus,267015,2.0
haryana,2022,1,Tecno,184983,1.0
haryana,2022,1,Motorola,170641,1.0
haryana,2022,1,Huawei,145049,1.0
haryana,2022,1,Others,786848,6.0
himachal-pradesh,2018,1,Xiaomi,63002,28.0
himachal-pradesh,2018,1,Samsung,36283,16.0
himachal-pradesh,2018,1,Vivo,20480,9.0
himachal-pradesh,2018,1,Oppo,20074,9.0
himachal-pradesh,2018,1,Realme,10722,5.0
himachal-pradesh,2018,1,Apple,7525,3.0
himachal-pradesh,2018,1,Motorola,7048,3.0
himachal-pradesh,2018,1,Micromax,6997,3.0
himachal-pradesh,2018,1,Lenovo,5750,3.0
himachal-pradesh,2018,1,Gionee,5569,2.0
himachal-pradesh,2018,1,Others,43923,19.0
himachal-pradesh,2018,2,Xiaomi,89506,28.0
himachal-pradesh,2018,2,Samsung,49124,16.0
himachal-pradesh,2018,2,Vivo,29637,9.0
himachal-pradesh,2018,2,Oppo,28884,9.0
himachal-pradesh,2018,2,Realme,14951,5.0
himachal-pradesh,2018,2,Apple,9926,3.0
himachal-pradesh,2018,2,Motorola,9613,3.0
himachal-pradesh,2018,2,Micromax,9566,3.0
himachal-pradesh,2018,2,Lenovo,7690,2.0
himachal-pradesh,2018,2,Gionee,7275,2.0
himachal-pradesh,2018,2,Others,59127,19.0
himachal-pradesh,2018,3,Xiaomi,119009,29.0
himachal-pradesh,2018,3,Samsung,63923,16.0
himachal-pradesh,2018,3,Vivo,41723,10.0
himachal-pradesh,2018,3,Oppo,39284,10.0
himachal-pradesh,2018,3,Realme,19585,5.0
himachal-pradesh,2018,3,Motorola,12222,3.0
himachal-pradesh,2018,3,Apple,12074,3.0
himachal-pradesh,2018,3,Micromax,10555,3.0
himachal-pradesh,2018,3,Gionee,8800,2.0
himachal-pradesh,2018,3,Lenovo,8462,2.0
himachal-pradesh,2018,3,Others,71997,18.0
himachal-pradesh,2018,4,Xiaomi,155301,30.0
himachal-pradesh,2018,4,Samsung,82316,16.0
himachal-pradesh,2018,4,Vivo,57665,11.0
himachal-pradesh,2018,4,Oppo,53543,10.0
himachal-pradesh,2018,4,Realme,25714,5.0
himachal-pradesh,2018,4,Apple,15419,3.0
himachal-pradesh,2018,4,Motorola,15298,3.0
himachal-pradesh,2018,4,Micromax,11894,2.0
himachal-pradesh,2018,4,Lenovo,10676,2.0
himachal-pradesh,2018,4,Lava,10441,2.0
himachal-pradesh,2018,4,Others,88076,17.0
himachal-pradesh,2019,1,Xiaomi,194324,30.0
