State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
chandigarh,2018,4,160036,50267,1167.86
chandigarh,2018,4,160022,45905,1060.73
chandigarh,2018,4,160047,44348,1101.64
chandigarh,2018,4,160014,29308,512.87
chandigarh,2018,4,160015,27323,613.35
chandigarh,2018,4,160019,22314,562.24
chandigarh,2018,4,160030,20591,499.96
chandigarh,2019,1,160008,574769,10699.32
chandigarh,2019,1,160101,145641,1952.16
chandigarh,2019,1,160002,88708,1598.79
chandigarh,2019,1,160036,64777,1310.55
chandigarh,2019,1,160022,60415,1239.38
chandigarh,2019,1,160047,54281,1222.76
chandigarh,2019,1,160014,35848,649.99
chandigarh,2019,1,160015,33699,707.41
chandigarh,2019,1,160019,31111,627.95
chandigarh,2019,1,160030,25421,546.06
chandigarh,2019,2,160008,515736,11953.3
chandigarh,2019,2,160101,122225,2130.27
chandigarh,2019,2,160002,85284,1784.84
chandigarh,2019,2,160036,76218,1470.24
chandigarh,2019,2,160022,68095,1452.54
chandigarh,2019,2,160047,65539,1464.82
chandigarh,2019,2,160014,40627,735.2
chandigarh,2019,2,160015,36891,726.52
chandigarh,2019,2,160019,34162,719.28
chandigarh,2019,2,160030,27361,611.33
chandigarh,2019,3,160008,463581,14110.84
chandigarh,2019,3,160101,165578,2617.98
chandigarh,2019,3,160036,118544,1950.4
chandigarh,2019,3,160002,113594,2053.59
chandigarh,2019,3,160022,101533,1780.54
chandigarh,2019,3,160047,91171,1744.63
chandigarh,2019,3,160014,57265,919.13
chandigarh,2019,3,160015,54871,903.71
chandigarh,2019,3,160019,46142,881.84
chandigarh,2019,3,160030,37989,809.85
chandigarh,2019,4,160008,635340,18997.19
chandigarh,2019,4,160101,189767,3174.67
chandigarh,2019,4,160036,137208,2418.51
chandigarh,2019,4,160002,130221,2576.85
chandigarh,2019,4,160022,120266,2241.63
chandigarh,2019,4,160047,103726,2063.57
chandigarh,2019,4,160015,70113,1067.27
chandigarh,2019,4,160014,69754,1114.07
chandigarh,2019,4,160019,52557,1019.24
chandigarh,2019,4,160030,44445,946.84
chandigarh,2020,1,160008,925287,27240.66
chandigarh,2020,1,160101,204633,3224.83
chandigarh,2020,1,160036,179376,3337.76
chandigarh,2020,1,160002,141763,2712.09
chandigarh,2020,1,160022,117571,2090.77
chandigarh,2020,1,160047,112942,2137.68
chandigarh,2020,1,160014,79062,1204.42
chandigarh,2020,1,160015,74935,1064.14
chandigarh,2020,1,160019,57212,1169.99
chandigarh,2020,1,160030,47014,939.64
chandigarh,2020,2,160008,672280,22139.63
chandigarh,2020,2,160101,135435,2254.9
chandigarh,2020,2,160002,105477,1804.82
chandigarh,2020,2,160036,100013,2044.61
chandigarh,2020,2,160047,84082,1707.32
chandigarh,2020,2,160014,71847,1102.14
chandigarh,2020,2,160022,42822,1023.45
chandigarh,2020,2,160003,38058,894.06
chandigarh,2020,2,160025,33746,441.52
chandigarh,2020,2,160019,32848,766.45
chandigarh,2020,3,160008,813514,24560.75
chandigarh,2020,3,160101,187085,3473.11
chandigarh,2020,3,160036,164223,3219.61
chandigarh,2020,3,160002,164083,3238.59
chandigarh,2020,3,160047,126033,2628.91
chandigarh,2020,3,160022,100215,2124.74
chandigarh,2020,3,160014,89228,1442.38
chandigarh,2020,3,160015,57169,886.15
chandigarh,2020,3,160030,52790,1129.25
chandigarh,2020,3,160019,52423,1144.88
chandigarh,2020,4,160008,781840,22464.93
chandigarh,2020,4,160101,282765,5007.21
chandigarh,2020,4,160002,254446,4834.67
chandigarh,2020,4,160036,252319,4425.53
chandigarh,2020,4,160022,198033,3658.4
chandigarh,2020,4,160047,193768,3773.16
chandigarh,2020,4,160014,125659,2089.37
chandigarh,2020,4,160015,104048,1468.39
chandigarh,2020,4,160019,94792,1843.9
chandigarh,2020,4,160030,82180,1664.44
chandigarh,2021,1,160008,1566609,34475.18
chandigarh,2021,1,160101,306785,5210.32
chandigarh,2021,1,160036,304235,5020.96
chandigarh,2021,1,160002,264846,4953.28
chandigarh,2021,1,160022,242366,3952.57
chandigarh,2021,1,160047,206193,3726.16
chandigarh,2021,1,160015,150002,1860.93
chandigarh,2021,1,160014,130369,2106.8
chandigarh,2021,1,160019,105609,2000.3
chandigarh,2021,1,160030,87034,1718.53
chandigarh,2021,2,160008,2071075,43844.01
chandigarh,2021,2,160101,304282,5152.89
chandigarh,2021,2,160036,293961,4853.82
chandigarh,2021,2,160002,255931,4693.31
chandigarh,2021,2,160047,210130,3927.05
chandigarh,2021,2,160022,202917,3357.16
chandigarh,2021,2,160014,147887,2290.79
chandigarh,2021,2,160015,140297,1745.26
chandigarh,2021,2,160019,89814,1703.21
chandigarh,2021,2,160030,87476,1740.12
chandigarh,2021,3,160008,3188488,63396.28
chandigarh,2021,3,160036,462106,7016.48
chandigarh,2021,3,160101,438375,6790.01
chandigarh,2021,3,160002,379894,6433.68
chandigarh,2021,3,160022,351526,5318.54
chandigarh,2021,3,160047,295135,5002.23
chandigarh,2021,3,160015,201833,2388.47
chandigarh,2021,3,160014,186675,2779.0
chandigarh,2021,3,160019,148872,2445.08
chandigarh,2021,3,160030,128550,2403.74
chandigarh,2021,4,160008,3712842,77848.5
chandigarh,2021,4,160101,538507,8525.45
chandigarh,2021,4,160036,523279,7799.19
chandigarh,2021,4,160022,451911,6659.92
chandigarh,2021,4,160002,444435,7624.77
chandigarh,2021,4,160047,346951,6042.68
chandigarh,2021,4,160015,263413,2949.35
chandigarh,2021,4,160014,213596,3146.17
chandigarh,2021,4,160019,200453,3214.26
chandigarh,2021,4,160030,154229,2879.86
chandigarh,2022,1,160008,4148686,83308.32
chandigarh,2022,1,160101,582638,9001.57
chandigarh,2022,1,160036,565957,8186.49
chandigarh,2022,1,160002,477307,7953.07
chandigarh,2022,1,160022,463274,6706.16
chandigarh,2022,1,160047,373759,6488.27
chandigarh,2022,1,160015,286014,3003.33
chandigarh,2022,1,160014,233804,3377.67
chandigarh,2022,1,160019,201367,3179.71
chandigarh,2022,1,160030,161551,2930.88
chandigarh,2022,2,160008,5059490,92585.42
chandigarh,2022,2,160036,732432,9843.61
chandigarh,2022,2,160101,728216,10353.83
chandigarh,2022,2,160022,595057,7919.65
chandigarh,2022,2,160002,592250,9340.52
chandigarh,2022,2,160047,477286,7492.63
chandigarh,2022,2,160015,390889,3542.22
chandigarh,2022,2,160014,300892,3974.87
chandigarh,2022,2,160019,275597,3994.01
chandigarh,2022,2,160030,205334,3520.64
chandigarh,2022,3,160017,7220428,116044.75
chandigarh,2022,3,160101,761809,10370.32
chandigarh,2022,3,160008,693932,12889.33
chandigarh,2022,3,160036,635601,8266.69
chandigarh,2022,3,160022,633386,8509.77
chandigarh,2022,3,160002,622789,9454.16
chandigarh,2022,3,160047,493183,7271.13
chandigarh,2022,3,160015,355036,3440.38
chandigarh,2022,3,160014,297078,3916.54
chandigarh,2022,3,160019,259522,3696.79
chandigarh,2022,4,160017,11852317,197150.37
chandigarh,2022,4,160101,849441,11200.62
chandigarh,2022,4,160022,723413,9397.41
chandigarh,2022,4,160036,658156,8387.58
chandigarh,2022,4,160002,651078,9914.96
chandigarh,2022,4,160047,510930,7552.79
chandigarh,2022,4,160015,388983,3647.34
chandigarh,2022,4,160014,311834,4077.71
chandigarh,2022,4,160019,290223,3912.62
chandigarh,2022,4,160030,224733,3548.74
chandigarh,2023,1,160101,1363035,17227.67
chandigarh,2023,1,160002,1069915,15576.85
chandigarh,2023,1,160036,1028600,12251.34
chandigarh,2023,1,160022,1010014,12935.38
chandigarh,2023,1,160047,826330,11611.53
chandigarh,2023,1,160015,613714,5526.86
chandigarh,2023,1,160014,490519,6111.54
chandigarh,2023,1,160019,450177,6019.37
chandigarh,2023,1,160030,369706,5577.34
chandigarh,2023,1,160003,323466,5117.12
chandigarh,2023,2,160101,1640989,19614.92
chandigarh,2023,2,160002,1288701,17752.03
chandigarh,2023,2,160036,1203551,13775.59
chandigarh,2023,2,160022,1166815,14302.43
chandigarh,2023,2,160047,976171,12955.04
chandigarh,2023,2,160015,675587,6061.94
chandigarh,2023,2,160014,566426,6676.52
chandigarh,2023,2,160019,538214,6803.3
chandigarh,2023,2,160030,441675,6368.21
chandigarh,2023,2,160003,400590,6352.2
chandigarh,2023,3,160101,1850021,20372.54
chandigarh,2023,3,160002,1469214,19114.04
chandigarh,2023,3,160036,1367542,14991.34
chandigarh,2023,3,160022,1288604,15190.81
chandigarh,2023,3,160047,1147647,14263.11
chandigarh,2023,3,160015,764219,6648.39
chandigarh,2023,3,160014,644635,7136.68
chandigarh,2023,3,160019,552679,6847.45
chandigarh,2023,3,160030,499527,6932.64
chandigarh,2023,3,160003,446924,6332.0
chandigarh,2023,4,160101,1928344,22278.61
chandigarh,2023,4,160002,1470015,19986.59
chandigarh,2023,4,160036,1376806,15492.51
chandigarh,2023,4,160022,1348143,16572.1
chandigarh,2023,4,160047,1150505,14917.1
chandigarh,2023,4,160015,758533,6819.62
chandigarh,2023,4,160014,672054,7625.34
chandigarh,2023,4,160019,626147,7866.13
chandigarh,2023,4,160030,494765,7197.22
chandigarh,2023,4,160003,444621,6348.0
chandigarh,2024,1,160101,2002182,22459.34
chandigarh,2024,1,160002,1487814,19538.7
chandigarh,2024,1,160036,1354073,14936.03
chandigarh,2024,1,160022,1244536,15314.43
chandigarh,2024,1,160047,1119337,14360.97
chandigarh,2024,1,160015,760383,6611.58
chandigarh,2024,1,160014,686422,7526.02
chandigarh,2024,1,160019,582604,7176.59
chandigarh,2024,1,160030,474674,6781.84
chandigarh,2024,1,160003,467592,6647.95
chandigarh,2024,2,160101,2457791,24936.75
chandigarh,2024,2,160002,1846764,21915.48
chandigarh,2024,2,160036,1651617,17030.23
chandigarh,2024,2,160022,1469300,17067.89
chandigarh,2024,2,160047,1410566,15617.6
chandigarh,2024,2,160015,836072,7089.06
chandigarh,2024,2,160014,831158,8411.97
chandigarh,2024,2,160019,727323,8332.72
chandigarh,2024,2,160030,588013,7714.81
chandigarh,2024,2,160003,560742,7386.7
chhattisgarh,2018,1,495660,109908,1391.17
chhattisgarh,2018,1,492001,68302,1140.14
chhattisgarh,2018,1,495001,64018,829.66
chhattisgarh,2018,1,497001,48388,571.65
chhattisgarh,2018,1,491001,34699,431.41
chhattisgarh,2018,1,491441,34452,419.48
chhattisgarh,2018,1,490025,34332,397.19
chhattisgarh,2018,1,496005,31183,413.71
chhattisgarh,2018,1,492009,30672,546.79
chhattisgarh,2018,1,490023,30657,403.17
chhattisgarh,2018,2,495660,248699,3782.1
chhattisgarh,2018,2,492001,100557,2078.07
chhattisgarh,2018,2,495001,89605,1508.58
chhattisgarh,2018,2,497001,66965,1088.37
chhattisgarh,2018,2,491441,51352,717.41
chhattisgarh,2018,2,491001,47971,733.18
chhattisgarh,2018,2,496005,46220,829.46
chhattisgarh,2018,2,492009,43988,900.25
chhattisgarh,2018,2,490023,42796,748.65
chhattisgarh,2018,2,490025,38299,572.57
chhattisgarh,2018,3,495660,353580,4929.67
chhattisgarh,2018,3,492001,147421,3031.36
chhattisgarh,2018,3,495001,129305,2261.03
chhattisgarh,2018,3,497001,86331,1581.85
chhattisgarh,2018,3,491441,66608,1077.51
chhattisgarh,2018,3,496005,65581,1286.74
chhattisgarh,2018,3,491001,63444,1109.49
chhattisgarh,2018,3,492009,57647,1240.08
chhattisgarh,2018,3,490023,56907,1009.67
chhattisgarh,2018,3,494001,52582,1035.88
chhattisgarh,2018,4,495660,377913,5997.15
chhattisgarh,2018,4,492001,202492,4282.93
chhattisgarh,2018,4,495001,192638,3190.84
chhattisgarh,2018,4,497001,124807,2481.01
chhattisgarh,2018,4,496005,94669,1891.66
chhattisgarh,2018,4,491001,89066,1602.38
chhattisgarh,2018,4,491441,86263,1523.24
chhattisgarh,2018,4,492009,80685,1852.15
chhattisgarh,2018,4,490023,72016,1371.14
chhattisgarh,2018,4,494001,69454,1496.79
chhattisgarh,2019,1,492009,593305,9487.3
chhattisgarh,2019,1,495001,365476,5151.91
chhattisgarh,2019,1,495660,353962,4596.57
chhattisgarh,2019,1,492001,334090,5499.49
chhattisgarh,2019,1,490025,235910,3465.21
chhattisgarh,2019,1,497001,159422,2969.09
chhattisgarh,2019,1,491001,138517,2098.05
chhattisgarh,2019,1,496005,133169,2543.08
chhattisgarh,2019,1,490023,126654,1822.16
chhattisgarh,2019,1,490006,114945,1532.67
chhattisgarh,2019,2,492009,1670111,29474.54
chhattisgarh,2019,2,490025,612041,10459.38
chhattisgarh,2019,2,495001,499757,8556.36
chhattisgarh,2019,2,492001,404088,6436.68
chhattisgarh,2019,2,495660,212777,3422.15
chhattisgarh,2019,2,490023,175241,2343.14
chhattisgarh,2019,2,491001,154424,2379.08
chhattisgarh,2019,2,497001,152840,3452.13
chhattisgarh,2019,2,490006,136496,1893.45
chhattisgarh,2019,2,496005,118494,2685.22
chhattisgarh,2019,3,492009,1843301,34972.12
chhattisgarh,2019,3,492001,647392,8544.38
chhattisgarh,2019,3,495001,555240,9689.33
chhattisgarh,2019,3,490025,519819,9942.02
chhattisgarh,2019,3,495660,364424,5100.93
chhattisgarh,2019,3,490023,278822,3020.0
chhattisgarh,2019,3,491001,244725,3108.45
chhattisgarh,2019,3,490006,223964,2463.26
chhattisgarh,2019,3,497001,208548,3974.89
chhattisgarh,2019,3,491441,156934,2510.79
chhattisgarh,2019,4,492009,2807708,54884.09
chhattisgarh,2019,4,492001,860606,11468.94
chhattisgarh,2019,4,495001,744037,12429.53
chhattisgarh,2019,4,490025,625389,12244.3
chhattisgarh,2019,4,490023,365008,4177.06
chhattisgarh,2019,4,491001,332368,4376.84
chhattisgarh,2019,4,490006,310223,3335.09
chhattisgarh,2019,4,495660,298957,4452.48
chhattisgarh,2019,4,497001,291141,5533.43
chhattisgarh,2019,4,492015,220747,2671.36
chhattisgarh,2020,1,492009,3832879,81071.15
chhattisgarh,2020,1,492001,956201,12595.66
chhattisgarh,2020,1,495001,830780,13809.4
chhattisgarh,2020,1,490025,504114,10090.93
chhattisgarh,2020,1,490023,401375,4645.81
chhattisgarh,2020,1,491001,372373,4903.44
chhattisgarh,2020,1,492015,344194,5044.42
chhattisgarh,2020,1,497001,342443,6230.12
chhattisgarh,2020,1,490006,337068,3613.75
chhattisgarh,2020,1,491441,242895,3897.26
chhattisgarh,2020,2,492009,1526874,37194.47
chhattisgarh,2020,2,492001,665755,9871.07
chhattisgarh,2020,2,495001,482770,8708.71
chhattisgarh,2020,2,497001,370519,6891.1
chhattisgarh,2020,2,491001,334853,4959.92
chhattisgarh,2020,2,490023,326027,4415.39
chhattisgarh,2020,2,494001,294320,6797.82
chhattisgarh,2020,2,490006,288259,3694.52
chhattisgarh,2020,2,495660,279210,4416.54
chhattisgarh,2020,2,491441,260856,4363.09
chhattisgarh,2020,3,492009,1857300,40695.32
chhattisgarh,2020,3,492001,981812,15654.13
chhattisgarh,2020,3,495001,696692,11913.26
chhattisgarh,2020,3,497001,513473,9881.6
chhattisgarh,2020,3,491001,469652,7076.94
chhattisgarh,2020,3,490023,463152,6436.96
chhattisgarh,2020,3,490006,409697,5381.38
chhattisgarh,2020,3,491441,370246,6393.0
chhattisgarh,2020,3,496005,354221,6892.06
chhattisgarh,2020,3,495660,318783,5781.59
chhattisgarh,2020,4,492009,1955063,39018.27
chhattisgarh,2020,4,492001,1727068,28115.16
chhattisgarh,2020,4,495001,1213230,20661.94
chhattisgarh,2020,4,497001,828474,16146.62
chhattisgarh,2020,4,490023,778245,11227.23
chhattisgarh,2020,4,491001,772474,12068.14
chhattisgarh,2020,4,490006,699714,8846.76
chhattisgarh,2020,4,491441,569298,10086.24
chhattisgarh,2020,4,496005,519415,10288.35
chhattisgarh,2020,4,495450,510869,8659.68
chhattisgarh,2021,1,492009,3152697,52814.57
chhattisgarh,2021,1,492001,2062104,31569.84
chhattisgarh,2021,1,495001,1558405,23768.99
chhattisgarh,2021,1,497001,957928,18231.48
chhattisgarh,2021,1,491001,872723,12944.41
chhattisgarh,2021,1,490023,869244,11540.16
chhattisgarh,2021,1,490006,774112,9142.12
chhattisgarh,2021,1,491441,653315,11227.05
chhattisgarh,2021,1,495450,595796,9734.85
chhattisgarh,2021,1,496005,593116,11847.75
chhattisgarh,2021,2,492009,3531665,62372.61
chhattisgarh,2021,2,492001,1790662,30807.77
chhattisgarh,2021,2,495001,1455312,25104.63
chhattisgarh,2021,2,497001,1031909,20085.62
chhattisgarh,2021,2,491001,837157,13647.14
chhattisgarh,2021,2,490023,763575,11740.73
chhattisgarh,2021,2,491441,740582,13106.02
chhattisgarh,2021,2,495450,704041,11329.62
chhattisgarh,2021,2,490006,668949,9460.47
chhattisgarh,2021,2,496005,645183,12163.89
chhattisgarh,2021,3,492009,5612983,87702.12
chhattisgarh,2021,3,492001,3200184,47687.94
chhattisgarh,2021,3,495001,2572993,37348.97
chhattisgarh,2021,3,497001,1635520,27604.63
chhattisgarh,2021,3,491001,1305695,19383.06
chhattisgarh,2021,3,490023,1253256,17045.42
chhattisgarh,2021,3,491441,1124790,18033.2
chhattisgarh,2021,3,490006,1096245,12994.68
chhattisgarh,2021,3,496005,1006702,17840.49
chhattisgarh,2021,3,495450,1004357,15001.83
chhattisgarh,2021,4,492009,8304401,129645.72
chhattisgarh,2021,4,492001,4178829,62310.48
chhattisgarh,2021,4,495001,3644800,49990.85
chhattisgarh,2021,4,497001,2276401,37661.23
chhattisgarh,2021,4,491001,1687886,25606.48
chhattisgarh,2021,4,490023,1599521,22481.05
chhattisgarh,2021,4,490006,1410015,17326.82
chhattisgarh,2021,4,491441,1395385,22966.76
chhattisgarh,2021,4,495450,1373013,20115.14
chhattisgarh,2021,4,496005,1357792,23145.81
chhattisgarh,2022,1,492009,8604266,132656.08
chhattisgarh,2022,1,492001,4654685,68527.35
chhattisgarh,2022,1,495001,4183815,56932.2
chhattisgarh,2022,1,497001,2608953,42700.66
chhattisgarh,2022,1,491001,1854312,28292.31
chhattisgarh,2022,1,490023,1719478,24321.57
chhattisgarh,2022,1,491441,1691392,27757.76
chhattisgarh,2022,1,496005,1601573,27119.74
chhattisgarh,2022,1,495450,1580837,23563.95
chhattisgarh,2022,1,490006,1506932,18421.02
chhattisgarh,2022,2,492009,10025789,149687.92
chhattisgarh,2022,2,492001,5744280,83050.6
chhattisgarh,2022,2,495001,5047637,67113.25
chhattisgarh,2022,2,497001,3135705,49607.3
chhattisgarh,2022,2,491001,2225450,33105.4
chhattisgarh,2022,2,491441,2038818,32717.81
chhattisgarh,2022,2,490023,2019053,28226.38
chhattisgarh,2022,2,496005,1915479,31142.15
chhattisgarh,2022,2,495450,1858110,27045.77
chhattisgarh,2022,2,494001,1760773,30113.47
chhattisgarh,2022,3,490025,27709655,347108.38
chhattisgarh,2022,3,492009,18534055,246887.27
chhattisgarh,2022,3,495001,7363455,92090.02
chhattisgarh,2022,3,492001,5867095,80798.59
chhattisgarh,2022,3,497001,3136275,45162.05
chhattisgarh,2022,3,491001,2646597,36360.63
chhattisgarh,2022,3,496005,2585964,37261.8
chhattisgarh,2022,3,491335,2229725,29392.1
chhattisgarh,2022,3,490023,2010684,26975.52
chhattisgarh,2022,3,491441,1999983,30100.67
chhattisgarh,2022,4,490025,30367292,398328.38
chhattisgarh,2022,4,492009,14547843,208022.5
chhattisgarh,2022,4,495001,8943347,112844.32
chhattisgarh,2022,4,491001,7147574,95541.05
chhattisgarh,2022,4,492001,6598984,90569.96
chhattisgarh,2022,4,497001,3746038,53745.39
chhattisgarh,2022,4,491441,2530455,38008.81
chhattisgarh,2022,4,496005,2431930,35868.1
chhattisgarh,2022,4,490023,2275958,30673.0
chhattisgarh,2022,4,494001,2186179,33771.64
chhattisgarh,2023,1,492001,11115338,146591.06
chhattisgarh,2023,1,495001,9917576,116058.99
chhattisgarh,2023,1,497001,6441895,86857.47
chhattisgarh,2023,1,491001,4305716,57388.86
chhattisgarh,2023,1,492009,4304806,59374.95
chhattisgarh,2023,1,496005,3858220,55282.84
chhattisgarh,2023,1,491441,3847395,56555.42
chhattisgarh,2023,1,490023,3847222,48973.36
chhattisgarh,2023,1,494001,3699794,54627.6
chhattisgarh,2023,1,495450,3352650,42653.01
chhattisgarh,2023,2,492001,12593303,162194.96
chhattisgarh,2023,2,495001,11316227,130857.28
chhattisgarh,2023,2,497001,7449990,98322.86
chhattisgarh,2023,2,491001,4908978,63877.16
chhattisgarh,2023,2,492009,4842501,65457.39
chhattisgarh,2023,2,491441,4470613,62942.75
chhattisgarh,2023,2,496005,4450667,61048.76
chhattisgarh,2023,2,494001,4376161,60831.91
chhattisgarh,2023,2,490023,4208683,53159.12
chhattisgarh,2023,2,495450,3839152,47084.69
chhattisgarh,2023,3,492001,14418394,173719.15
chhattisgarh,2023,3,495001,13063770,140374.68
chhattisgarh,2023,3,497001,8390296,100142.45
chhattisgarh,2023,3,492009,5543609,69941.01
chhattisgarh,2023,3,491001,5537214,67740.39
chhattisgarh,2023,3,496005,5209342,65284.06
chhattisgarh,2023,3,494001,5084514,65899.19
chhattisgarh,2023,3,491441,4986650,65307.81
chhattisgarh,2023,3,490023,4785490,56671.44
chhattisgarh,2023,3,495450,4427191,50536.26
chhattisgarh,2023,4,492001,15523551,193824.88
chhattisgarh,2023,4,495001,14562840,159777.89
chhattisgarh,2023,4,497001,9869057,119045.58
chhattisgarh,2023,4,491001,6150012,77600.46
chhattisgarh,2023,4,492009,6051138,78506.16
chhattisgarh,2023,4,496005,6032313,75314.16
chhattisgarh,2023,4,494001,5954671,77877.74
chhattisgarh,2023,4,491441,5540585,74987.12
chhattisgarh,2023,4,490023,5369046,64708.06
chhattisgarh,2023,4,495450,5171223,58826.08
chhattisgarh,2024,1,492001,16985213,205397.88
chhattisgarh,2024,1,495001,16072532,173913.76
chhattisgarh,2024,1,497001,11379416,135953.29
chhattisgarh,2024,1,496005,7196572,89257.6
chhattisgarh,2024,1,491001,6844530,84513.23
chhattisgarh,2024,1,494001,6783174,86267.08
chhattisgarh,2024,1,492009,6447586,81038.33
chhattisgarh,2024,1,491441,6334080,84813.15
chhattisgarh,2024,1,495450,5925619,65340.98
chhattisgarh,2024,1,490023,5910497,68517.33
chhattisgarh,2024,2,492001,18799107,220382.88
chhattisgarh,2024,2,495001,17830615,191243.22
chhattisgarh,2024,2,497001,12456732,147859.09
chhattisgarh,2024,2,496005,8048149,94228.3
chhattisgarh,2024,2,491001,7660083,90964.63
chhattisgarh,2024,2,494001,7518492,90957.75
chhattisgarh,2024,2,491441,7176177,93067.14
chhattisgarh,2024,2,492009,7138353,86715.61
chhattisgarh,2024,2,495450,6698460,71587.85
chhattisgarh,2024,2,490023,6532962,75313.23
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396230,77416,876.37
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396210,31807,453.82
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396215,18076,176.2
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396235,15322,181.7
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362520,2681,38.15
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362571,1724,17.78
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362540,1020,6.28
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396220,335,4.14
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362570,168,2.13
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396230,107488,1581.76
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396210,42931,724.14
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396215,24403,313.88
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396235,21154,287.51
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362520,3563,65.94
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362571,1690,24.67
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362540,881,14.72
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396220,371,6.05
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362570,145,2.04
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396230,147182,2310.28
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396210,64474,1057.15
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396215,39682,543.72
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396235,30669,422.34
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362520,4313,89.92
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362571,1576,35.97
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362540,977,8.99
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396220,481,5.07
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362570,221,2.96
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396230,205341,3368.73
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396210,91229,1597.95
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396215,54969,788.8
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396235,42234,625.62
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362520,5233,113.61
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362571,2903,56.48
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362540,1096,19.51
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396220,807,13.89
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362570,270,2.91
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396230,320483,4215.21
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396210,145955,2088.93
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396215,112511,1055.39
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396235,65730,840.33
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362520,7898,123.94
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362571,6300,74.74
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362540,1409,16.01
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396220,1098,14.45
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362570,430,4.7
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396230,229045,3895.2
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396210,111236,2023.73
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396215,71495,990.57
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396235,47528,759.31
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362520,21704,406.28
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362571,5655,121.3
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362540,1356,23.09
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396220,1222,21.77
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362570,415,3.17
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396230,321026,4848.27
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396210,144490,2265.59
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396215,90050,1204.72
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396235,64662,947.95
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362520,9441,176.92
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362571,5425,128.5
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362540,1792,18.26
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396220,1320,18.78
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362570,545,5.72
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396230,386314,6141.31
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396210,174763,2870.42
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396215,105431,1536.88
